PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	PG	WC	SC	GA	UT	PM
J	Wu, SG; Jiang, MQ; Liu, L				Wu, Shaogui; Jiang, Manqin; Liu, Ling			Mechanism of pyrophosphate ion release in T7 RNA polymerase revealed by free energy simulations	COMPUTATIONAL AND THEORETICAL CHEMISTRY			English	Article						Molecular dynamics simulation; T7 RNA polymerase; PPi release; Potential of mean force	PARTICLE MESH EWALD; MOLECULAR-DYNAMICS; TRANSLOCATION; DNA	In this article, we explored pyrophosphate ion (PPi) release mechanism in T7 RNAP using all-atom free energy simulations in explicit solvent. Steered Molecular Dynamics (SMD) and Umbrella Sampling (US) methods were combined to estimate the potential of mean force (PMF) for the PPi release in T7 RNAP. PPi is a small group with negative charges. After binding a Mg2+ ion, the formed (Mg-PPi)(2-) complex is able to bind with both positively and negatively charged groups. Our simulation results show there is a large free energy barrier in the PMF profile for PPi release. Non-bonded interaction analysis suggests that the PPi is firmly trapped in the pore region of the secondary channel, which is composed of many polar, negatively and positively charged groups. Strong electric interactions from the surrounding groups contribute mostly to the high energy barrier for PPi release. Hydrogen bond map clearly exhibits part of the interaction network that the PPi has been trapped in. Therefore, we conclude that PPi is less likely to be released spontaneously. Additional energy input is needed to facilitate this process. It is deduced that NTP addition reaction may serve as an energy provider to drive PPi release. Then the whole NAC mechanism can be well explained. It is expected that our study provides a clear picture on the essential step of RNA transcription at atom-level resolution. (C) 2016 Elsevier B.V. All rights reserved.	[Wu, Shaogui; Jiang, Manqin; Liu, Ling] Sichuan Normal Univ, Coll Chem & Mat Sci, Chengdu 610068, Peoples R China; [Wu, Shaogui] Chinese Acad Sci, Inst Theoret Phys, State Key Lab Theoret Phys, Beijing 100190, Peoples R China	Wu, SG (reprint author), Sichuan Normal Univ, Coll Chem & Mat Sci, Chengdu 610068, Peoples R China.	wsgchem@foxmail.com			National Natural Science Foundation of China [11405113]; Science and Technology Plan of Sichuan Province, China [2010JY0122]	This wok was supported by the National Natural Science Foundation of China (No. 11405113), the Science and Technology Plan of Sichuan Province, China (No. 2010JY0122). The authors also wish to express their thanks to Prof. Jin Yu in Beijing Computational Science Research Center, Prof. Yi Wang in Chinese university of Hong Kong, Prof. Hualin Shi in Institute of Theoretical Physics, Chinese Academy of Sciences and Prof. Qing Ji in Hebei University of Technology for helpful advices.		18	0	0	2	2	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	2210-271X	1872-7999		COMPUT THEOR CHEM	Comput. Theor. Chem.	OCT 15	2016	1094						127	132		10.1016/j.comptc.2016.09.005		6	Chemistry, Physical	Chemistry	DY1OQ	WOS:000384864700016		
J	Mei, XR; Zhang, XY; Wang, ZG; Gao, ZY; Liu, G; Hu, HL; Zou, L; Li, XL				Mei, Xueran; Zhang, Xiaoyu; Wang, Zhanguo; Gao, Ziyang; Liu, Gang; Hu, Huiling; Zou, Liang; Li, Xueli			Insulin Sensitivity-Enhancing Activity of Phlorizin Is Associated with Lipopolysaccharide Decrease and Gut Microbiota Changes in Obese and Type 2 Diabetes (db/db) Mice	JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY			English	Article						phlorizin; lipopolysaccharides; gut microbiota; short-chain fatty acids; insulin resistance	HIGH-FAT-DIET; AKKERMANSIA-MUCINIPHILA; INDUCED INFLAMMATION; BLOOD-GLUCOSE; BODY-WEIGHT; RATS; PHLORETIN; METABOLISM; RESISTANCE; HYPERGLYCEMIA	Phlorizin exists in a number of fruits and foods and exhibits many bioactivities. The mechanism of its antidiabetic effect has been known as it can competitively inhibit sodium-glucose symporters (SGLTs). However, phlorizin has a wide range of two-phase metabolism in systemic circulation and shows poor oral bioavailability. An alternative mechanism may involve gut microbiota in intestine. Sixteen obese mice with type 2 diabetes (db/db) and eight age-matched control mice (db/+) were divided into three groups: diabetic group treated with phlorizin (DMT group), vehicle-treated diabetic group (DM group), and normal control group (CC group). Phlorizin was given in normal saline solution by intragastric administration for 10 weeks. After the last treatment course, body weight, energy intake, serum lipopolysaccharides (LPS), insulin resistance, and fecal short chain fatty acids (SCFAs) were compared. 16S rRNA gene denaturing gradient gel electrophoresis (DGGE) and quantitative PCR were used to determine the changes in microbiome composition. Coadministration of phlorizin significantly prevented metabolic syndrome by decreasing weight gain, energy intake, serum lipopolysaccharides, and insulin resistance, and the fecal level of total SCFAs was dramatically increased, especially butyric acid. DGGE and quantitative PCR demonstrated that phlorizin coadministration increased the gut microbial diversity and the growth of Akkermansia muciniphila and Prevotella. Meanwhile, the gut microbiota structure of db/db mice after phlorizin treatment was improved and approached the normal group. The mechanism of the hypoglycemic action of phlorizin is associated with LPS decrease and gut microbiota changes; briefly, it acts in the intestine to modify gut microbial community structure, resulting in lower LPS load in the host and higher SCFAs producing beneficial bacteria.	[Mei, Xueran; Zhang, Xiaoyu; Gao, Ziyang; Liu, Gang; Li, Xueli] Sichuan Normal Univ, Coll Life Sci, Chengdu 610101, Peoples R China; [Mei, Xueran; Wang, Zhanguo; Zou, Liang] Chengdu Univ, Sch Med & Nursing, Metabon Synergy Innovat Lab, Chengdu 610106, Peoples R China; [Hu, Huiling] Chengdu Univ Tradit Chinese Med, Sch Pharm, Chengdu 610730, Peoples R China	Wang, ZG (reprint author), Chengdu Univ, Sch Med & Nursing, 1 Shiling St, Chengdu 610106, Peoples R China.	wangzhanguo@cdu.edu.cn			National Natural Science Foundation of China [81403178]; Project of Science and Technology Ministry of Sichuan Province [2016SZ0026]	This work was supported by the National Natural Science Foundation of China (Grant No. 81403178). This work also was supported by the Project of Science and Technology Ministry of Sichuan Province (Grant No. 2016SZ0026).		70	0	1	37	37	AMER CHEMICAL SOC	WASHINGTON	1155 16TH ST, NW, WASHINGTON, DC 20036 USA	0021-8561	1520-5118		J AGR FOOD CHEM	J. Agric. Food Chem.	OCT 12	2016	64	40					7502	7511		10.1021/acs.jafc.6b03474		10	Agriculture, Multidisciplinary; Chemistry, Applied; Food Science & Technology	Agriculture; Chemistry; Food Science & Technology	DY9QJ	WOS:000385469900011	27635781	
J	Luo, KJ; Zhang, SL; Su, YW; Li, Q				Luo Kai-Jun; Zhang Shi-Lin; Su Yi-Wei; Li Quan			Dimeric Porphyrins and Platinum(II) Complexes: Red Shifted Emission from Hydrogen Bonds between Dimeric Porphyrins	CHINESE JOURNAL OF INORGANIC CHEMISTRY			Chinese	Article						dimeric porphyrin; hydrogen bond; amide; red shift of photoluminescence spectra	PHOTOINDUCED ELECTRON-TRANSFER; LIGHT-EMITTING-DIODES; PI-PI INTERACTIONS; PHOTOPHYSICAL PROPERTIES; PHOTODYNAMIC THERAPY; SPECTROSCOPY; DERIVATIVES; HOMOLOGS; LIGANDS	A new series of dimeric porphyrins with two amide groups linkage and the corresponding platinum(II) complexes were synthesized by the amidation of ethylenediamine, 1,3-diaminopropane and 1,4-diaminobutane with 5-(4-carboxy-phenyl)-10,15,20-tri-(4-dodecyloxyphenyl) porphyrin (HAcTPP) and characterized by H-1 NMR, C-13 NMR, MS, elemental analysis, cyclic voltammetry, UV-Vis and fluorescent spectrometer. It is found that photoluminescence (PL) spectra for the dimers show concentration dependences. In dilute solution (10(-7) mol.L-1), maxima of PL peak for dimers was located at 657 nm, which has identical PL peak with single porphyrin, HAcTPP. When concentration was increased to 10(-3) mol.L-1, the maximal PL peak value (675 nrn) for the dimeric porphyrins exhibited 18 nm bathochromic shift (relative to single porphyrin, HAcTPP). Moreover, the concentration dependence PL spectra become more sensitive for dimeric complexes that were obtained by refluxing dimeric porphyrin with PtCl2 in benzonitrile solution. The maximal PL peak values (about 673 nrn) for dimers complexes showed 16 nm red-shifts compared with that for HAcTPP even in 10(-7) mol.L-1 dilute THE solution. With concentration increase to 10(-4) mol.L-1, the emission peak for complexes of dimeric porphyrin was at 727 nm, which is red-shifted to near-infrared range. To examine the correlation between the luminescence and intermolecular pi-pi and/or Pt(II)-Pt(II) interactions for the dimeric complexes, the solid-state luminescence for the dimeric complex, Pt2C3(AmTPP)(2), at room temperature and 77 K was measured, which showed low-energy emissions with a maximum at 658 nm at room temperature. Upon cooling the solid sample to 77 K, the solid sample exhibited red-shift of 16 nm (from 658 to 674 nm) and there was more structured spectrum with an additional weak emission at 706 nm. Furthermore, sublimating films of the complexes also yielded red-shift emission at about 727 nm and broadened PL profile with an additional tailing at 760 similar to 810 nm, which would account for more intensive pi-pi interaction and/or Pt(II)-Pt(II) interaction in sublimating films.	[Luo Kai-Jun; Zhang Shi-Lin; Su Yi-Wei; Li Quan] Sichuan Normal Univ, Coll Chem & Mat Sci, Chengdu 610068, Peoples R China	Luo, KJ (reprint author), Sichuan Normal Univ, Coll Chem & Mat Sci, Chengdu 610068, Peoples R China.	luo-k-j007@163.com						30	0	0	8	8	CHINESE CHEMICAL SOC	BEIJING	C/O DEPT INT AFFAIRS, SECRETARY OF CHEM SOC, PO BOX 2709, BEIJING 100080, PEOPLES R CHINA	1001-4861			CHINESE J INORG CHEM	Chin. J. Inorg. Chem.	OCT 10	2016	32	10					1747	1756		10.11862/CJIC.2016.218		10	Chemistry, Inorganic & Nuclear	Chemistry	EE8GS	WOS:000389864300007		
J	Wang, YJ; Shen, YY; Qiu, YF; Zhang, T; Liao, Y; Zhao, SL; Ma, J; Mao, H				Wang, Yujia; Shen, Yueyue; Qiu, Yunfei; Zhang, Ting; Liao, Yang; Zhao, Shilin; Ma, Jun; Mao, Hui			Biopolymer-stabilized Pt nanoparticles colloid: a highly active and recyclable catalyst for biphasic catalysis	JOURNAL OF NANOPARTICLE RESEARCH			English	Article						Biphasic catalysis; Polyphenols; Pt nanoparticles colloid; Activity; Cycling stability	STABLE HETEROGENEOUS CATALYSTS; NOBLE-METAL NANOPARTICLES; SELECTIVE HYDROGENATION; COMPOSITES; CARBON	Noble metal nanoparticles are promising candidates to replace conventional bulk counterparts owing to their high activity and selectivity. To enable catalyst recovery, noble metal nanoparticles are often supported onto solid matrices to prepare heterogeneous catalyst. Although recycle of noble metal nanoparticles is realized by heterogenization, a loss of activity is usually encountered. In the present investigation, Pt nanoparticles with tunable particle size (1.85-2.80 nm) were facilely prepared by using polyphenols as amphiphilic stabilizers. The as-prepared Pt nanoparticles colloid solution could be used as highly active catalyst in aqueous-organic biphasic catalysis. The phenolic hydroxyls of polyphenols could constrain Pt nanoparticles in aqueous phase, and simultaneously, the aromatic scaffold of polyphenols ensured effective interactions between substrates and Pt nanoparticles. As a consequence, the obtained polyphenols-stabilized Pt nanoparticles exhibited high activity and cycling stability in biphasic hydrogenation of a series of unsaturated compounds. Compared with conventional heterogeneous Pt-C and Pt-Al2O3 catalysts, polyphenols-stabilized Pt nanoparticles showed obvious advantage both in activity and cycling stability.	[Wang, Yujia; Shen, Yueyue; Qiu, Yunfei; Zhang, Ting; Liao, Yang; Zhao, Shilin; Ma, Jun; Mao, Hui] Sichuan Normal Univ, Coll Chem & Mat Sci, Chengdu 610068, Peoples R China; [Liao, Yang; Zhao, Shilin; Ma, Jun; Mao, Hui] Sichuan Normal Univ, Minist Educ, Key Lab Iand Resources Evaluat & Monitoring South, Chengdu 610068, Peoples R China	Ma, J; Mao, H (reprint author), Sichuan Normal Univ, Minist Educ, Key Lab Iand Resources Evaluat & Monitoring South, Chengdu 610068, Peoples R China.	1044208419@qq.com; rejoice222@163.com			National Natural Science Foundation of China [21506134, 21406247]; Foundation of Sichuan Educational Committee [16ZA0051]; Engineering Research Center for the Development of Farmland Ecosystem Service Functions, Sichuan Province Institutions of Higher Education	This work was financially supported by National Natural Science Foundation of China (21506134, 21406247) and Foundation of Sichuan Educational Committee (16ZA0051). We also thank the support of the Engineering Research Center for the Development of Farmland Ecosystem Service Functions, Sichuan Province Institutions of Higher Education.		28	0	0	11	11	SPRINGER	DORDRECHT	VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS	1388-0764	1572-896X		J NANOPART RES	J. Nanopart. Res.	OCT 3	2016	18	10							293	10.1007/s11051-016-3603-y		8	Chemistry, Multidisciplinary; Nanoscience & Nanotechnology; Materials Science, Multidisciplinary	Chemistry; Science & Technology - Other Topics; Materials Science	EA3LF	WOS:000386503100001		
J	Wang, T; Jiang, ZF; Zhu, L; Ji, XL				Wang, Tao; Jiang, Zhenfei; Zhu, Li; Ji, Xiaoling			The spectrum of light wave on scattering from an anisotropic semisoft-boundary medium	OPTIK			English	Article						Light wave scattering; Spectrum; Rotational symmetry	QUASI-HOMOGENEOUS MEDIA; INVERSE PROBLEMS; PARTICLES; SWITCHES; SYSTEM; SHIFTS; BEAM	It is shown that when a polychromatic plane light wave is scattered from an anisotropic semisoft-boundary medium, the magnitude of the spectral shift and the direction at which the spectral switch occurs are, in general, dependent on the azimuth angle. We discussed the possibility for anisotropic semisoft-boundary medium to producing scattered field with rotational symmetric spectrum and presented the condition for the rotational symmetry of the far-zone scattered spectrum. This result was illustrated with numerical calculations. (C) 2016 Elsevier GmbH. All rights reserved.	[Wang, Tao; Jiang, Zhenfei; Zhu, Li; Ji, Xiaoling] Sichuan Normal Univ, Dept Phys, Chengdu 610068, Peoples R China	Wang, T (reprint author), Sichuan Normal Univ, Dept Phys, Chengdu 610068, Peoples R China.	towerwang@126.com			National Natural Science Foundation of China (NSFC) [11404231, 61475105]	This research was supported by the National Natural Science Foundation of China (NSFC) under grants 11404231 and 61475105.		24	1	2	1	1	ELSEVIER GMBH, URBAN & FISCHER VERLAG	JENA	OFFICE JENA, P O BOX 100537, 07705 JENA, GERMANY	0030-4026			OPTIK	Optik	OCT	2016	127	20					9231	9235		10.1016/j.ijleo.2016.06.116		5	Optics	Optics	EL5AD	WOS:000394632900009		
J	Lan, SJ; Tang, YH; Yu, MM				Lan, Shaojun; Tang, Yinghui; Yu, Miaomiao			SYSTEM CAPACITY OPTIMIZATION DESIGN AND OPTIMAL THRESHOLD N* FOR A GEO/G/1 DISCRETE-TIME QUEUE WITH SINGLE SERVER VACATION AND UNDER THE CONTROL OF MIN(N, V)-POLICY	JOURNAL OF INDUSTRIAL AND MANAGEMENT OPTIMIZATION			English	Article						Discrete-time queue; single server vacation; Min(N,V)-policy; recursive solution; system capacity design; cost optimization	MULTIPLE VACATIONS; POLICY; SERVICE	In this paper, we deal with a discrete-time GeoIGIl queueing system under the control of Min(N, V)-policy in which the server takes single vacation whenever the system becomes empty. The Min(N, V)-policy means that the server commences its service once the number of waiting customers reaches threshold N or when its vacation time ends with at least one but less than N customers waiting for processing, whichever occurs first. Otherwise, if no customer is presenting at the end of the server vacation, the server remains idle until the first arrival occurs. Under these assumptions, the z-transform expressions for the transient queue size distribution at time epoch n(+) are obtained by employing the renewal process theory and the total probability decomposition technique. Based on the transient analysis, the explicit recursive formulas of the steady-state queue length distribution at time epochs n(broken vertical bar), n, n and outside observer's time epoch are derived, respectively. Additionally, the stochastic decomposition structure is presented and some other performance measures are also discussed. Furthermore, some computational experiments are implemented to demonstrate the significant application value of the recursive formulas for the steady-state queue size in designing system capacity. Finally, the optimal threshold of N for economizing the system cost is numerically determined.	[Lan, Shaojun; Tang, Yinghui] Sichuan Normal Univ, Sch Math & Software Sci, Chengdu 610066, Peoples R China; [Yu, Miaomiao] Sichuan Univ Sci & Engn, Sch Sci, Zigong 643000, Peoples R China	Lan, SJ (reprint author), Sichuan Normal Univ, Sch Math & Software Sci, Chengdu 610066, Peoples R China.	sjlan89@163.com; tangyh@uestc.edu.cn; mmyu75@163.com			National Natural Science Foundation of China [71171138, 771301111]	The authors are very grateful to the anonymous referees and the editor for their valuable suggestions, which helped a lot in improving the presentation of this paper. This research is supported by the National Natural Science Foundation of China (No.71171138, No.71301111).		24	0	0	3	3	AMER INST MATHEMATICAL SCIENCES-AIMS	SPRINGFIELD	PO BOX 2604, SPRINGFIELD, MO 65801-2604 USA	1547-5816	1553-166X		J IND MANAG OPTIM	J. Ind. Manag. Optim.	OCT	2016	12	4					1435	1464		10.3934/jimo.2016.12.1435		30	Engineering, Multidisciplinary; Operations Research & Management Science; Mathematics, Interdisciplinary Applications	Engineering; Operations Research & Management Science; Mathematics	EF1SD	WOS:000390104100017		
J	Yue, K; Peng, CH; Yang, WQ; Peng, Y; Zhang, C; Huang, CP; Wu, FZ				Yue, Kai; Peng, Changhui; Yang, Wanqin; Peng, Yan; Zhang, Chuan; Huang, Chunping; Wu, Fuzhong			Degradation of lignin and cellulose during foliar litter decomposition in an alpine forest river	ECOSPHERE			English	Article						concentration; decomposition period; degradation rate; environmental factors; litter species	ORGANIC-MATTER; PLANT LITTER; LEAF-LITTER; DYNAMICS; ECOSYSTEM; GRADIENT; TRAITS; CYCLES; CHINA; RATES	Lignin and cellulose are thought to be critical factors that affect the rate of litter decomposition; however, few data are available on their degradation dynamics during litter decomposition in lotic ecosystems, such as forest rivers, where litter can decompose much more rapidly than in terrestrial ecosystems. We studied the degradation of lignin and cellulose in the foliar litter of four dominant riparian species (willow: Salix paraplesia; azalea: Rhododendron lapponicum; cypress: Sabina saltuaria; and larch: Larix mastersiana) in an alpine forest river. Over an entire year's incubation, litter lignin and cellulose degraded by 14.7-100% and 57.7-100% of their initial masses, respectively, depending on litter species. Strong degradations of lignin and cellulose occurred in the prefreezing period (i.e., the first 41 d) during litter decomposition, and the degradation rate was the highest among all the decomposition periods regardless of litter species. Litter species, decomposition period, and environmental factors such as temperature and nutrient availability showed significant influences on lignin and cellulose degradation rates. Compared with previously reported data regarding the dynamics of lignin and cellulose during litter decomposition in terrestrial ecosystems, our results suggest that lignin and cellulose can be degraded much more rapidly in lotic ecosystems, indicating that the traditionally used two-phased model for the dynamics of lignin in decomposing litter may not be suitable in lotic ecosystems.	[Yue, Kai; Yang, Wanqin; Peng, Yan; Zhang, Chuan; Huang, Chunping; Wu, Fuzhong] Sichuan Agr Univ, Prov Key Lab Ecol Forestry Engn, Long Term Res Stn Alpine Forest Ecosyst, Inst Ecol & Forestry, Chengdu 611130, Peoples R China; [Yue, Kai; Peng, Changhui] Univ Quebec, Inst Environm Sci, Montreal, PQ H3C 3P8, Canada; [Peng, Changhui] Northwest A&F Univ, Coll Forestry, Lab Ecol Forecasting & Global Change, Yangling 712100, Shaanxi, Peoples R China; [Yang, Wanqin; Wu, Fuzhong] Collaborat Innovat Ctr Ecol Secur Upper Reaches Y, Chengdu 611130, Peoples R China; [Huang, Chunping] Sichuan Normal Univ, Coll Life Sci, Chengdu 610101, Peoples R China	Wu, FZ (reprint author), Sichuan Agr Univ, Prov Key Lab Ecol Forestry Engn, Long Term Res Stn Alpine Forest Ecosyst, Inst Ecol & Forestry, Chengdu 611130, Peoples R China.; Wu, FZ (reprint author), Collaborat Innovat Ctr Ecol Secur Upper Reaches Y, Chengdu 611130, Peoples R China.	wufzchina@163.com		Yue, Kai/0000-0002-7709-8523	National Natural Science Foundation of China [31270498, 31570445, 31500358]; Doctoral Scientific Fund Project of the Ministry of Education of China [20135103110002]; China Scholarship Council [201506910002]	We are grateful to Dr. Zhenfeng Xu, Dr. Bo Tan, and Mr. Bin Wang for their help with the fieldwork, and Dr. Wei He and Dr. Yamei Chen for their kind help with the laboratory analyses. We are also indebted to three anonymous reviewers for providing insightful comments and helpful suggestions which have improved this manuscript substantially. This research was financially supported by the National Natural Science Foundation of China (31270498, 31570445, and 31500358), the Doctoral Scientific Fund Project of the Ministry of Education of China (20135103110002), and the joint Ph.D. program grant of China Scholarship Council (201506910002).		33	0	0	15	15	WILEY-BLACKWELL	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA	2150-8925			ECOSPHERE	Ecosphere	OCT	2016	7	10							e01523	10.1002/ecs2.1523		11	Ecology	Environmental Sciences & Ecology	EB2TU	WOS:000387216300052		
J	Pu, H; Ji, XL				Pu, Huan; Ji, Xiaoling			Oceanic turbulence effects on long-exposure and short-exposure imaging	JOURNAL OF OPTICS			English	Article						oceanic turbulence; imaging; modulation transfer function; optical resolution; long-exposure and short-exposure	ATMOSPHERIC-TURBULENCE; SPHERICAL WAVES; FLUCTUATIONS; PLANE; LIGHT; WATER	Based on the power spectrum of oceanic turbulence, the modulation transfer functions and the optical resolution for long-exposure and short-exposure imaging through oceanic turbulence are studied in detail. The analytical formulae for the seeing parameter and the tilt variance in oceanic turbulence are derived, and it is found that the relationship between the seeing parameter and the spatial coherence width in oceanic turbulence is just like that in atmospheric turbulence. Furthermore, the model of underwater imaging shown in this paper considers both temperature and salinity fluctuations for oceanic turbulence. It is found that, compared with the dominating salinity-induced turbulence, the range of angular spatial frequency where oceanic turbulence plays the major role rather than particle scattering is higher for the dominating temperature-induced turbulence.	[Pu, Huan; Ji, Xiaoling] Sichuan Normal Univ, Dept Phys, Chengdu 610068, Peoples R China	Ji, XL (reprint author), Sichuan Normal Univ, Dept Phys, Chengdu 610068, Peoples R China.	jiXL100@163.com			National Natural Science Foundation of China (NSFC) [61475105]	This work was supported by the National Natural Science Foundation of China (NSFC) under grants 61475105. The authors are very thankful to the reviewers for their very valuable comments.		22	0	0	3	3	IOP PUBLISHING LTD	BRISTOL	TEMPLE CIRCUS, TEMPLE WAY, BRISTOL BS1 6BE, ENGLAND	2040-8978	2040-8986		J OPTICS-UK	J. Opt.	OCT	2016	18	10							105704	10.1088/2040-8978/18/10/105704		7	Optics	Optics	DY8UL	WOS:000385406700001		
J	Wu, H; Pan, XN; Ji, XL; Zhao, DM; Wang, T				Wu, Hao; Pan, Xiaoning; Ji, Xiaoling; Zhao, Daomu; Wang, Tao			Equivalence theorem for light waves on scattering from particulate media	JOURNAL OF THE OPTICAL SOCIETY OF AMERICA A-OPTICS IMAGE SCIENCE AND VISION			English	Article							QUASI-HOMOGENEOUS MEDIA; PAIR-STRUCTURE FACTOR; PARTICLES; DENSITY; SYSTEM; BEAM	The equivalence theorem of light waves on scattering from a collection of particles is discussed. It is shown that when light waves are scattered from two different particulate media, the spectral density or the spectral degree of coherence may present identical distribution, provided that some relationship between the two particulate media is satisfied. An example of light waves on scattering from a collection of particles with random distribution is discussed, and the conditions for producing identical normalized spectral density and that for producing identical spectral degree of coherence are investigated. This phenomenon is illustrated with some numerical results. (C) 2016 Optical Society of America	[Wu, Hao; Pan, Xiaoning; Ji, Xiaoling; Wang, Tao] Sichuan Normal Univ, Dept Phys, Chengdu 610068, Peoples R China; [Zhao, Daomu] Zhejiang Univ, Dept Phys, Hangzhou 310027, Zhejiang, Peoples R China	Wang, T (reprint author), Sichuan Normal Univ, Dept Phys, Chengdu 610068, Peoples R China.	towerwang@126.com			National Natural Science Foundation of China (NSFC) [11404231, 61475105, 11474253]	National Natural Science Foundation of China (NSFC) (11404231, 61475105, 11474253).		21	0	0	3	3	OPTICAL SOC AMER	WASHINGTON	2010 MASSACHUSETTS AVE NW, WASHINGTON, DC 20036 USA	1084-7529	1520-8532		J OPT SOC AM A	J. Opt. Soc. Am. A-Opt. Image Sci. Vis.	OCT 1	2016	33	10					2077	2080		10.1364/JOSAA.33.002077		4	Optics	Optics	DZ2ZO	WOS:000385712300024	27828116	
J	Chen, XY; Jin, JX; Zheng, LH; Wu, ZH				Chen, Xiao Yuan; Jin, Jian Xun; Zheng, Lu Hai; Wu, Zhi Hao			A Rotary-Type Contactless Power Transfer System Using HTS Primary	IEEE TRANSACTIONS ON APPLIED SUPERCONDUCTIVITY			English	Article						AC loss; contactless power transfer; HTS winding; pot-core rotating transformer	SUPERCONDUCTORS; LOSSES; AC	This paper investigates a new rotary-type contactless power transfer (CPT) system integrated with a high temperature superconducting (HTS) primary and a conventional copper secondary. The structural design, magnetic modeling, and equivalent circuit simulation of a pot-core rotating transformer using an HTS primary are presented to analyze the transfer power and efficiency characteristics of a 9-kW class CPT device. The corresponding superconducting ac loss properties of the HTS primary are also discussed to construct a circuit-field-superconductor-coupled analysis model and thus to clarify the functional relationships among the transfer power, the ac loss, and its equivalent resistance in the rotary-type CPT system.	[Chen, Xiao Yuan; Jin, Jian Xun] Tianjin Univ, Sch Elect Engn & Automat, Ctr Appl Superconduct, Tianjin 300072, Peoples R China; [Chen, Xiao Yuan] Sichuan Normal Univ, Sch Engn, Chengdu 610101, Peoples R China; [Zheng, Lu Hai] Shanghai Elect Apparat Res Inst Grp Co Ltd, Shanghai 200063, Peoples R China; [Wu, Zhi Hao] CRRC Qingdao Sifang Co Ltd, Natl Engn Lab Syst Integrat High Speed Train, Qingdao 266111, Peoples R China	Jin, JX (reprint author), Tianjin Univ, Sch Elect Engn & Automat, Ctr Appl Superconduct, Tianjin 300072, Peoples R China.	jxjin@tju.edu.cn						14	0	0	3	4	IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC	PISCATAWAY	445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA	1051-8223	1558-2515		IEEE T APPL SUPERCON	IEEE Trans. Appl. Supercond.	OCT	2016	26	7							5501406	10.1109/TASC.2016.2604218		6	Engineering, Electrical & Electronic; Physics, Applied	Engineering; Physics	DX7RM	WOS:000384586800001		
