AF	SO	DE	C1	RP	FU	TC	SN	PY	UT
Chan, Yik L.; Saad, Sonia; Al-Odat, Ibrahim; Zaky, Amgad A.; Oliver, Brian; Pollock, Carol; Li, Weihong; Jones, Nicole M.; Chen, Hui	CLINICAL AND EXPERIMENTAL PHARMACOLOGY AND PHYSIOLOGY	brain inflammation; kidney development; mitochondrial activity; oxidative stress	[Chan, Yik L.; Al-Odat, Ibrahim; Oliver, Brian; Chen, Hui] Univ Technol Sydney, Fac Sci, Sch Life Sci, Broadway, NSW, Australia; [Saad, Sonia; Zaky, Amgad A.; Pollock, Carol] Univ Sydney, Kolling Inst Med Res, St Leonards, NSW, Australia; [Li, Weihong] Chengdu Univ Tradit Chinese Med, Dept Sci & Technol, Chengdu, Sichuan, Peoples R China; [Jones, Nicole M.] Univ New South Wales, Sch Med Sci, Dept Pharmacol, Broadway, NSW, Australia	Chen, H (reprint author), Univ Technol Sydney, Fac Sci, Sch Life Sci, Broadway, NSW, Australia.; Saad, S (reprint author), Univ Sydney, Royal North Shore Hosp, Kolling Inst, Renal Grp, Sydney, NSW, Australia.	Faculty of Science, University of Technology Sydney	2	1440-1681	2016	WOS:000388476700002
Tang, Yong; Yin, Hai-Yan; Rubini, Patrizia; Illes, Peter	NEUROSCIENTIST	acupuncture analgesia; purinergic signaling; ATP; adenosine; P2X receptors; P2Y receptors; adenosine receptors	[Tang, Yong; Yin, Hai-Yan] Chengdu Univ Tradit Chinese Med, Acupuncture & Tuina Sch, Chengdu, Peoples R China; [Rubini, Patrizia; Illes, Peter] Univ Leipzig, Rudolf Boehm Inst Pharmakol & Toxikol, Haertelstr 16-18, D-04107 Leipzig, Germany	Illes, P (reprint author), Univ Leipzig, Rudolf Boehm Inst Pharmakol & Toxikol, Haertelstr 16-18, D-04107 Leipzig, Germany.	Deutsche Forschungsgemeinschaft [IL 20/21-1]; Sino-German Centre [GZ919]; Sichuan Provincial Innovative Research Team Program [2014TD0018, 2015TD0010]; Innovative Research Team in University of Sichuan Province [16TD0015]; National Natural Science Foundation of China [81373735]	1	1073-8584	2016	WOS:000387313300006
Luo, Heng; Huang, Zhifang; Tang, Xiaolong; Yi, Jinhai; Chen, Shuiying; Yang, Andong; Yang, Jun	IRANIAN JOURNAL OF PHARMACEUTICAL RESEARCH	Fuzi; Aconite decoction; Aconitum alkaloids; Dynamic variation; HPLC- MS- MS	[Luo, Heng; Yang, Andong; Yang, Jun] Sichuan Acad Chinese Med Sci, Ctr Instrumental Anal, Chengdu 610041, Peoples R China; [Huang, Zhifang; Yi, Jinhai] Sichuan Acad Chinese Med Sci, Inst Tradit Chinese Med, Chengdu 610041, Peoples R China; [Tang, Xiaolong] Chengdu Univ Tradit Chinese Med, Coll Pharmaceuitcal Sci, Chengdu 611731, Peoples R China; [Chen, Shuiying] Funan Jinsha Community Hlth Serv Ctr Qingyang Dis, Chengdu 610072, Peoples R China	Yi, JH (reprint author), Sichuan Acad Chinese Med Sci, Inst Tradit Chinese Med, Chengdu 610041, Peoples R China.	National Key Technology RD Program [2011BAI13B05]	1	1735-0328	2016	WOS:000371506400024
Wu, Jiasi; Hu, Yingfan; Xiang, Li; Li, Sheng; Yuan, Yi; Chen, Xiaomei; Zhang, Yan; Huang, Wenge; Meng, Xianli; Wang, Ping	FRONTIERS IN PHARMACOLOGY	San-Huang-Xie-Xin-Tang; constituents; anti-inflammatory; NF-kappa B; MAPK; JAK/STAT; intestinal transporter	[Wu, Jiasi; Hu, Yingfan; Xiang, Li; Yuan, Yi; Zhang, Yan; Huang, Wenge; Meng, Xianli; Wang, Ping] Chengdu Univ Tradit Chinese Med, Chengdu, Peoples R China; [Li, Sheng; Yuan, Yi] Chinese Acad Sci, Chengdu Inst Biol, Chengdu, Peoples R China; [Chen, Xiaomei] Hainan Med Univ, Hainan, Peoples R China	Meng, XL; Wang, P (reprint author), Chengdu Univ Tradit Chinese Med, Chengdu, Peoples R China.	National Natural Science Foundation of China [81073118, 81274111, 81473419]	1	1663-9812	2016	WOS:000388735700001
Liu, Yue; Li, Jingyi; Fan, Gang; Sun, Suqin; Zhang, Yuxin; Zhang, Yi; Tu, Ya	JOURNAL OF MOLECULAR STRUCTURE	Tibetan medicine; Shaji; Hippophae; Tri-step infrared spectroscopy; Identification	[Liu, Yue; Fan, Gang; Zhang, Yuxin; Zhang, Yi] Chengdu Univ Tradit Chinese Med, Coll Ethn Med, Chengdu 611137, Peoples R China; [Liu, Yue; Tu, Ya] China Acad Chinese Med Sci, Inst Chinese Mat Med, Beijing 100700, Peoples R China; [Li, Jingyi] Harbin Univ Commerce, Sch Pharm, Harbin 150001, Peoples R China; [Sun, Suqin] Tsinghua Univ, Dept Chem, Beijing 100084, Peoples R China	Zhang, Y (reprint author), Chengdu Univ Tradit Chinese Med, Coll Ethn Med, Chengdu 611137, Peoples R China.; Tu, Y (reprint author), China Acad Chinese Med Sci, Inst Chinese Mat Med, Beijing 100700, Peoples R China.		0	0022-2860	2016	WOS:000383296700025
Li, Xinrong; Liu, Yang; Zhang, Qinxiu; Xiang, Nan; He, Miao; Zhong, Juan; Chen, Qing; Wang, Xiaopei	BMC COMPLEMENTARY AND ALTERNATIVE MEDICINE	Allergic rhinitis; Catgut implantation at acupoints; Randomized controlled trial	[Li, Xinrong; Liu, Yang; Zhang, Qinxiu; Wang, Xiaopei] Chengdu Univ Tradit Chinese Med, Dept Otorhinolaryngol Head & Neck Surg, Teaching Hosp, Chengdu 610072, Sichuan, Peoples R China; [Xiang, Nan; He, Miao; Zhong, Juan; Chen, Qing] Chengdu Univ Tradit Chinese Med, Chengdu 610072, Sichuan, Peoples R China	Zhang, QX (reprint author), Chengdu Univ Tradit Chinese Med, Dept Otorhinolaryngol Head & Neck Surg, Teaching Hosp, Chengdu 610072, Sichuan, Peoples R China.	National Natural Science Foundation of China [81273985, 81473523, 81603492]; Doctoral Fund of Ministry of Education of China [20125132110011]; Ministry of Science and Technology of the People's Republic of China through the Twelfth Five-Year National Science and Technology Pillar Program [2015BAI04B00]	0	1472-6882	2016	WOS:000387503900001
Wen, Da-Chao; Hu, Xiao-Yu; Wang, Yan-Yan; Luo, Jian-Xing; Lin, Wu; Jia, Ling-Yan; Gong, Xin-Yue	JOURNAL OF ETHNOPHARMACOLOGY	Alcoholism; Alcohol dehydrogenase; Aldehyde dehydrogenase; beta-endorphin; Leucine-enkephalin; Traditional Chinese Medicine	[Wen, Da-Chao; Lin, Wu; Jia, Ling-Yan; Gong, Xin-Yue] Chengdu Univ Tradit Chinese Med, Sch Clin Med, Chengdu 610072, Sichuan Provinc, Peoples R China; [Wen, Da-Chao; Hu, Xiao-Yu; Wang, Yan-Yan; Luo, Jian-Xing] Chengdu Univ Tradit Chinese Med, Dept Infect Dis, Teaching Hosp, Chengdu 610072, Sichuan Provinc, Peoples R China	Hu, XY (reprint author), Chengdu Univ Tradit Chinese Med, Dept Infect Dis, Teaching Hosp, Chengdu 610072, Sichuan Provinc, Peoples R China.	TCM Administration Bureau of Sichuan, China [2014-E-069]	0	0378-8741	2016	WOS:000387193000006
Chen, Hong; Wan, Xue-mei; Zhou, Xue-lei	TROPICAL JOURNAL OF PHARMACEUTICAL RESEARCH	Sargentodoxa cuneata; Anti-thrombosis; Anti-tumor; Platelet aggregation; Apoptosis; Caspase; Protocatechuic acid; Rhodiola glucoside; Chlorogenic acid	[Chen, Hong] Chongqing Canc Hosp, Chongqing Canc Inst, Oncol Dept Tradit Chinese Med, Chongqing 400030, Peoples R China; [Wan, Xue-mei] Chengdu Univ Tradit Chinese Med, Teaching Hosp, Dept Infect Dis, Chengdu 610075, Peoples R China; [Zhou, Xue-lei] Chengdu Univ Tradit Chinese Med, Teaching Hosp, Spleen & Stomach Dis Dept, Chengdu 610075, Peoples R China	Chen, H (reprint author), Chongqing Canc Hosp, Chongqing Canc Inst, Oncol Dept Tradit Chinese Med, Chongqing 400030, Peoples R China.		0	1596-5996	2016	WOS:000397811300013
Zhang, Ding-kun; Han, Xue; Li, Rui-yu; Niu, Ming; Dong, Qin; Yang, Ming; Wang, Jia-bo; Xiao, Xiao-he	JOURNAL OF SEPARATION SCIENCE	Aconite; Mass spectrometry; Quality evaluation; Toxicity	[Zhang, Ding-kun; Han, Xue; Li, Rui-yu; Niu, Ming; Dong, Qin; Wang, Jia-bo; Xiao, Xiao-he] China Mil Inst Chinese Med, Beijing, Peoples R China; [Zhang, Ding-kun; Han, Xue; Li, Rui-yu; Dong, Qin] Chengdu Univ Tradit Chinese Med, Chengdu, Peoples R China; [Yang, Ming] Jiangxi Univ Tradit Chinese Med, Nanchang, Peoples R China; [Xiao, Xiao-he] Integrat Med Ctr, Beijing, Peoples R China; [Wang, Jia-bo] State Key Lab Breeding Base Systemat Res Dev & Ut, Chengdu, Peoples R China	Wang, JB (reprint author), China Mil Inst Chinese Med, Beijing, Peoples R China.	National Natural Science Foundation of China [81274026]; National Industry Science & Technology Foundation [201507002]; State Key Laboratory Breeding Base of Systematic Research, Development and Utilization of Chinese Medicinal Resources	1	1615-9306	2016	WOS:000389047500002
Peng, Fu; Xiong, Liang; Tang, Hailin; Peng, Cheng; Chen, Jianping	TUMOR BIOLOGY	Breast cancer; MicroRNA profiling; Epithelial-mesenchymal transition; OncomiRs; TsmiRs	[Peng, Fu; Tang, Hailin; Chen, Jianping] Univ Hong Kong, Sch Chinese Med, 10 Sassoon Rd, Pokfulam, Hong Kong, Peoples R China; [Peng, Fu; Xiong, Liang; Peng, Cheng; Chen, Jianping] Chengdu Univ Tradit Chinese Med, Chengdu, Peoples R China; [Peng, Fu; Xiong, Liang; Peng, Cheng] Chinese Med Resources, State Key Lab Breeding Base Systemat Res Dev & Ut, Chengdu, Sichuan Provinc, Peoples R China; [Peng, Fu; Xiong, Liang; Peng, Cheng] Minist Sci & Technol, Chengdu, Peoples R China; [Tang, Hailin] Sun Yat Sen Univ, Ctr Canc, State Key Lab Oncol South China, Dept Breast Oncol,Collaborat Innovat Ctr Canc Med, Guangzhou, Guangdong, Peoples R China	Chen, JP (reprint author), Univ Hong Kong, Sch Chinese Med, 10 Sassoon Rd, Pokfulam, Hong Kong, Peoples R China.; Chen, JP (reprint author), Chengdu Univ Tradit Chinese Med, Chengdu, Peoples R China.	National Natural Science Foundation of China [81573663 NSFC]	1	1010-4283	2016	WOS:000388799900012
Jin Shi-ying; Li Rui-sheng; Shen Bao-de; Bai Jin-xia; Xu Ping-hua; Dai Ling; Xu He; Jin Shi-xiao; Han Jin; Yuan Hai-long	CHINESE JOURNAL OF INTEGRATIVE MEDICINE	Herpetospermum caudigerum; lignans; herpetrione; anti-fatigue activity	[Jin Shi-ying; Shen Bao-de; Bai Jin-xia; Xu Ping-hua; Dai Ling; Xu He; Jin Shi-xiao; Han Jin; Yuan Hai-long] Peoples Liberat Army, Hosp 302, Dept Pharm, Beijing 100039, Peoples R China; [Jin Shi-ying; Bai Jin-xia; Dai Ling; Xu He; Jin Shi-xiao] Chengdu Univ Tradit Chinese Med, Coll Pharm, Chengdu 610075, Peoples R China; [Li Rui-sheng] Peoples Liberat Army, Hosp 302, Anim Lab Ctr, Beijing 100039, Peoples R China; [Shen Bao-de] Jiangxi Univ Tradit Chinese Med, Minist Educ, Key Lab Modern Preparat Traditimal Chinese Med, Nanchang 330004, Peoples R China	Yuan, HL (reprint author), Peoples Liberat Army, Hosp 302, Dept Pharm, Beijing 100039, Peoples R China.	National Key New Drugs Innovation Foundation [2009ZX09103-349]; Beijing Natural Science Foundation [7122176]	0	1672-0415	2016	WOS:000387149800007
Zhang, Hui; Cao, Zhi-Xing; Li, Meng; Li, Yu-Zhi; Peng, Cheng	FOOD AND CHEMICAL TOXICOLOGY	Carcinogenicity; In silico prediction; Na ve Bayes classifier; Molecular descriptors; Extended connectivity fingerprints; (ECFP_14)	[Zhang, Hui; Li, Meng] Northwest Normal Univ, Coll Life Sci, Lanzhou 730070, Gansu, Peoples R China; [Cao, Zhi-Xing; Li, Yu-Zhi; Peng, Cheng] Chengdu Univ Tradit Chinese Med, Coll Pharm, Key Lab Systemat Res Dev & Utilizat Chinese Med R, Key Lab Breeding Base Cofounded Sichuan Prov & MO, Chengdu, Sichuan, Peoples R China; [Zhang, Hui; Cao, Zhi-Xing] Sichuan Univ, West China Med Sch, West China Hosp, State Key Lab Biotherapy, Chengdu 610041, Sichuan, Peoples R China; [Zhang, Hui; Cao, Zhi-Xing] Sichuan Univ, West China Med Sch, West China Hosp, Ctr Canc, Chengdu 610041, Sichuan, Peoples R China	Zhang, H (reprint author), Northwest Normal Univ, Coll Life Sci, Lanzhou 730070, Gansu, Peoples R China.	National Natural Science Foundation of China [81300437, 81660589]; Project for Enhancing the Research Capability of Young Teachers in Northwest Normal University [NWNU-LKQN-12-7]	1	0278-6915	2016	WOS:000387627000015
Chen, Lei; Feng, Peimin; Zhu, Xi; He, Shixu; Duan, Jialan; Zhou, Dong	JOURNAL OF CELLULAR AND MOLECULAR MEDICINE	LncRNA; Malat1; neurite outgrowth; ERK	[Chen, Lei; Zhu, Xi; He, Shixu; Duan, Jialan; Zhou, Dong] Sichuan Univ, Dept Neurol, West China Hosp, Chengdu, Peoples R China; [Feng, Peimin] Chengdu Univ Tradit Chinese Med, Dept Gastroenterol, Affiliated Hosp, Chengdu, Peoples R China	Chen, L (reprint author), Sichuan Univ, Dept Neurol, West China Hosp, Chengdu, Peoples R China.	National Natural Science Foundation of China [81371425]; Scientific Research Foundation of Sichuan University for Outstanding Young Scholars [2082604164246]	1	1582-4934	2016	WOS:000387159500010
Liu, Yu-Jie; Peng, Wei; Hu, Mei-Bian; Xu, Min; Wu, Chun-Jie	PHARMACEUTICAL BIOLOGY	Alzheimer's dementia; oral squamous cell carcinoma; oral submucous fibrosis	[Liu, Yu-Jie; Peng, Wei; Hu, Mei-Bian; Xu, Min; Wu, Chun-Jie] Chengdu Univ Tradit Chinese Med, Coll Pharm, 1166 Liutai Ave, Chengdu 611137, Peoples R China	Wu, CJ (reprint author), Chengdu Univ Tradit Chinese Med, Coll Pharm, 1166 Liutai Ave, Chengdu 611137, Peoples R China.	National Natural Science Foundation of China [81373969]	0	1388-0209	2016	WOS:000386041900048
Wang, Zhong-Kun; Zhou, Xue-Lei; Song, Xiang-Bin; Zhuang, Dong-Ming; Wang, Zhen-Yong; Yang, Du-Bao; Wang, Lin	BIOLOGICAL TRACE ELEMENT RESEARCH	Lead; Apoptosis; Mitochondria; Puerarin; Mitochondrial permeability transition; Proximal tubular cells	[Wang, Zhong-Kun; Song, Xiang-Bin; Wang, Zhen-Yong; Yang, Du-Bao; Wang, Lin] Shandong Agr Univ, Coll Anim Sci & Vet Med, Daizong Rd 61, Tai An 271018, Shandong, Peoples R China; [Zhou, Xue-Lei] Chengdu Univ Tradit Chinese Med, Chengdu 611130, Sichuan, Peoples R China; [Zhuang, Dong-Ming] Taishan Med Coll, Inst Pathogen Biol, East Rd Yingsheng 2, Tai An 271000, Shandong, Peoples R China	Wang, L (reprint author), Shandong Agr Univ, Coll Anim Sci & Vet Med, Daizong Rd 61, Tai An 271018, Shandong, Peoples R China.	national nature science foundation of China [31472251]; foundation for the author of national excellent doctoral dissertation of People's Republic of China [201266]; Fok Ying Tung education foundation [141022]	1	0163-4984	2016	WOS:000385132300021
He, Yang; Deng, Cao; Xiong, Liang; Qin, Shishang; Peng, Cheng	GENES & GENOMICS	Patchouli alcohol; Pogostone; RNA sequencing; Pogostemon cablin	[He, Yang] Chengdu Univ Tradit Chinese Med, Sch Med Technol, Chengdu 611137, Peoples R China; [Xiong, Liang; Peng, Cheng] Chengdu Univ Tradit Chinese Med, State Key Lab Breeding Base Systemat Res Dev & Ut, Chengdu 611137, Peoples R China; [Deng, Cao; Qin, Shishang] DNA Stories Bioinformat Ctr, Chengdu 610000, Peoples R China	Peng, C (reprint author), Chengdu Univ Tradit Chinese Med, State Key Lab Breeding Base Systemat Res Dev & Ut, Chengdu 611137, Peoples R China.	China Postdoctoral Science Foundation [2013M531944]; Applied Basic Research Program of Sichuan Province [2012JYZ004]	0	1976-9571	2016	WOS:000385159500003
Hu, Yao; Lv, Xiumei; Zhang, Jing; Meng, Xianli	MEDICAL SCIENCE MONITOR	Anoxia; Apoptosis; Medicine, Chinese Traditional	[Hu, Yao; Lv, Xiumei; Zhang, Jing; Meng, Xianli] Chengdu Univ Tradit Chinese Med, Chengdu, Sichuan, Peoples R China	Zhang, J (reprint author), Chengdu Univ Tradit Chinese Med, Chengdu, Sichuan, Peoples R China.	National Natural Science Foundation of China [81203000]	0	1643-3750	2016	WOS:000386573600001
