PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	PG	WC	SC	GA	UT	PM
J	Fan, X; Tang, CX; van Westen, CJ; Alkema, D				Fan, X.; Tang, C. X.; van Westen, C. J.; Alkema, D.			Simulating dam-breach flood scenarios of the Tangjiashan landslide dam induced by the Wenchuan Earthquake	NATURAL HAZARDS AND EARTH SYSTEM SCIENCES			English	Article							NORTHERN PAKISTAN; OUTBURST FLOODS; NATURAL DAMS; NEW-ZEALAND; FAILURE; CHINA; LAKE; EMERGENCY; DISCHARGE; HIMALAYA	Floods from failures of landslide dams can pose a hazard to people and property downstream, which have to be rapidly assessed and mitigated in order to reduce the potential risk. The Tangjiashan landslide dam induced by the M-w = 7.9 2008 Wenchuan earthquake had impounded the largest lake in the earthquake affected area with an estimated volume of 3x10(8) m(3), and the potential catastrophic dam breach posed a serious threat to more than 2.5 million people in downstream towns and Mianyang city, located 85 km downstream. Chinese authorities had to evacuate parts of the city until the Tangjiashan landslide dam was artificially breached by a spillway, and the lake was drained. We propose an integrated approach to simulate the dam-breach floods for a number of possible scenarios, to evaluate the severity of the threat to Mianyang city. Firstly, the physically-based BREACH model was applied to predict the flood hydrographs at the dam location, which were calibrated with observational data of the flood resulting from the artificial breaching. The output hydrographs from this model were inputted into the 1-D-2-D SOBEK hydrodynamic model to simulate the spatial variations in flood parameters. The simulated flood hydrograph, peak discharge and peak arrival time at the downstream towns fit the observations. Thus this approach is capable of providing reliable predictions for the decision makers to determine the mitigation plans. The sensitivity analysis of the BREACH model input parameters reveals that the average grain size, the unit weight and porosity of the dam materials are the most sensitive parameters. The variability of the dam material properties causes a large uncertainty in the estimation of the peak flood discharge and peak arrival time, but has little influence on the flood inundation area and flood depth downstream. The effect of cascading breaches of smaller dams downstream of the Tangjiashan dam was insignificant, due to their rather small volumes, which were only 2% of the volume of the Tangjiashan lake. The construction of the spillway was proven to have played a crucial role in reducing the dam-breach flood, because all the other natural breach scenarios would have caused the flooding of the downstream towns and parts of Mianyang city. However, in retrospect improvements on the spillway design and the evacuation planning would have been possible. The dam-break flood risk will be better controlled by reducing the spillway channel gradient and the porosity of the coating of the channel bottom. The experience and lessons we learned from the Tangjiashan case will contribute to improving the hazard mitigation and risk management planning of similar events in future.	[Fan, X.] Chengdu Univ Technol, State Key Lab Geohazards Prevent & Geoenvironm Pr, Chengdu, Sichuan, Peoples R China; [Fan, X.; Tang, C. X.; van Westen, C. J.; Alkema, D.] Univ Twente, Fac Geoinformat Sci & Earth Observat ITC, NL-7500 AE Enschede, Netherlands	Fan, X (reprint author), Chengdu Univ Technol, State Key Lab Geohazards Prevent & Geoenvironm Pr, Chengdu, Sichuan, Peoples R China.	fan21676@itc.nl	Van Westen, Cees/A-4043-2010	Van Westen, Cees/0000-0002-2992-902X	National Natural Science Foundation of the People's Republic of China [41130745]; Creative Team Program of Ministry of Education of China [IRT0812]; United Nations University - ITC Centre for Spatial Analysis and Disaster Risk Management of the University of Twente, the Netherlands	This research was financially supported by the National Natural Science Foundation of the People's Republic of China (41130745) and the Creative Team Program of Ministry of Education of China (IRT0812), in collaboration with the United Nations University - ITC Centre for Spatial Analysis and Disaster Risk Management of the University of Twente, the Netherlands. The authors acknowledge the Mianyang Hydrological Center, Sichuan Hydrological and Water Resource Bureau and local municipalities for providing the hydrological and meteorological data. We thank Prof. Chuan Tang and Prof. Jing Zhu for their support to the fieldwork and data collection. We thank Alexander Strom, Theo van Asch and Jia-Jyun Dong for constructive comments on an earlier manuscript.		46	12	12	1	22	COPERNICUS GESELLSCHAFT MBH	GOTTINGEN	BAHNHOFSALLEE 1E, GOTTINGEN, 37081, GERMANY	1561-8633			NAT HAZARD EARTH SYS	Nat. Hazards Earth Syst. Sci.		2012	12	10					3031	3044		10.5194/nhess-12-3031-2012		14	Geosciences, Multidisciplinary; Meteorology & Atmospheric Sciences; Water Resources	Geology; Meteorology & Atmospheric Sciences; Water Resources	029EA	WOS:000310476400003		
J	Pang, CY; Jiang, G; Wang, SP; Hu, BQ; Liu, QZ; Deng, YP; Huang, XD				Pang, Chaoyang; Jiang, Gang; Wang, Shipeng; Hu, Benqiong; Liu, Qingzhong; Deng, Youping; Huang, Xudong			Gene order computation using Alzheimer's DNA microarray gene expression data and the Ant Colony Optimisation algorithm	INTERNATIONAL JOURNAL OF DATA MINING AND BIOINFORMATICS			English	Article						gene order; ACO; ant colony optimisation; AD; Alzheimer's disease; DNA microarray	SELF-ORGANIZING MAPS; CLUSTER-ANALYSIS; DISEASE; PATTERNS; NETWORK; STRESS	As Alzheimer's Disease (AD) is the most common form of dementia, the study of AD-related genes via biocomputation is an important research topic. One method of studying AD-related gene is to cluster similar genes together into a gene order. Gene order is a good clustering method as the results can be optimal globally while other clustering methods are only optimal locally. Herein we use the Ant Colony Optimisation (ACO)-based algorithm to calculate the gene order from an Alzheimer's DNA microarray dataset. We test it with four distance measurements: Pearson distance, Spearmen distance, Euclidean distance, and squared Euclidean distance. Our computing results indicate: a different distance formula generated a different quality of gene order the squared Euclidean distance approach produced the optimal AD-related gene order.	[Huang, Xudong] Massachusetts Gen Hosp, Dept Psychiat, Neurochem Lab, Boston, MA 02114 USA; [Huang, Xudong] Harvard Univ, Sch Med, Boston, MA 02114 USA; [Pang, Chaoyang; Jiang, Gang; Wang, Shipeng] Sichuan Normal Univ, Grp Gene Computat, Coll Math & Software Sci, Chengdu 610066, Peoples R China; [Hu, Benqiong] Chengdu Univ Technol, Coll Informat Management, Chengdu 610059, Peoples R China; [Liu, Qingzhong] Sam Houston State Univ, Dept Comp Sci, Huntsville, TX 77341 USA; [Deng, Youping] Rush Univ, Med Ctr, Ctr Canc, Chicago, IL 60612 USA	Huang, XD (reprint author), Massachusetts Gen Hosp, Dept Psychiat, Neurochem Lab, Boston, MA 02114 USA.	cypang@live.cn; jianggang060615@163.com; tylererer@126.com; bqh402@126.com; qxl005@shsu.edu; youping_deng@rush.edu; xhuang3@partners.org			BWH Radiology Department; Education Department of Sichuan Province, China [09zz028]	The work was supported by funds from BWH Radiology Department and key developing program of technology innovation from Education Department of Sichuan Province (No. 09zz028), China. The authors appreciate the advice from Prof. J. Zhang of Sichuan Normal University. The authors acknowledge the help from the following members of gene computation team: W. Hu, C-B. Wang, Q. Yang, X. Li, H. Liu, L.-J. Ye, J-L. Zhou, P. Shuai, Y. Li, Z-C. Dan, M-X. Chen, D-X. Zhang, L. Yang, and X-P. Xia. Finally, the authors would like to thank Ms. Kimberly Lawson of BWH Radiology Department for her manuscript editing.		38	1	1	1	7	INDERSCIENCE ENTERPRISES LTD	GENEVA	WORLD TRADE CENTER BLDG, 29 ROUTE DE PRE-BOIS, CASE POSTALE 856, CH-1215 GENEVA, SWITZERLAND	1748-5673			INT J DATA MIN BIOIN	Int. J. Data Min. Bioinform.		2012	6	6					617	632		10.1504/IJDMB.2012.050247		16	Mathematical & Computational Biology	Mathematical & Computational Biology	037WK	WOS:000311137000004	23356011	
J	Wei, W; Yang, XL; Zhou, B; Feng, J; Shen, PY				Wei, Wei; Yang, Xiao-Lin; Zhou, Bin; Feng, Jun; Shen, Pei-Yi			Combined Energy Minimization for Image Reconstruction from Few Views	MATHEMATICAL PROBLEMS IN ENGINEERING			English	Article							COMPUTED-TOMOGRAPHY; ALGORITHMS; CT	Reconstruction from few views is an important problem in medical imaging and applied mathematics. In this paper, a combined energy minimization is proposed for image reconstruction. l(2) energy of the image gradient is introduced in the lower density region, and it can accelerate the reconstruction speed and improve the results. Total variation of the image is introduced in the higher density region, and the image features can be preserved well. Nonlinear conjugate gradient method is introduced to solve the problem. The efficiency and accuracy of our method are shown in several numerical experiments.	[Wei, Wei] Xian Univ Technol, Sch Comp Sci & Engn, Xian 710048, Peoples R China; [Yang, Xiao-Lin; Feng, Jun] Chengdu Univ Technol, Coll Management Sci, Chengdu 610059, Peoples R China; [Zhou, Bin] Xian Univ Sci & Technol, Coll Sci, Xian 710054, Peoples R China; [Shen, Pei-Yi] Xidian Univ, Natl Sch Software, Xian 710071, Peoples R China	Yang, XL (reprint author), Chengdu Univ Technol, Coll Management Sci, Chengdu 610059, Peoples R China.	yangxlcdut@gmail.com			NSFC [61072105, 61007011]; Open Projects Program of National Laboratory of Pattern Recognition; Natural Science Basic Research Plan in Shaanxi Province of China [2010JM8005]; Shaanxi Provincial Education Department [11JK0504]	The authors would like to thank the anonymous reviewers for their constructive feedback and valuable input. Due thanks are for the supports to their program from the TI, the XILINX, and the Software School of Xidian University. This program is partially supported by NSFC (Grant nos. 61072105, 61007011) and by the Open Projects Program of National Laboratory of Pattern Recognition. The Project is also partially supported by Natural Science Basic Research Plan in Shaanxi Province of China (Program no. 2010JM8005) and Scientific Research Program Funded by Shaanxi Provincial Education Department (Program no. 11JK0504).		27	8	9	0	17	HINDAWI PUBLISHING CORPORATION	NEW YORK	410 PARK AVENUE, 15TH FLOOR, #287 PMB, NEW YORK, NY 10022 USA	1024-123X			MATH PROBL ENG	Math. Probl. Eng.		2012									154630	10.1155/2012/154630		15	Engineering, Multidisciplinary; Mathematics, Interdisciplinary Applications	Engineering; Mathematics	034WC	WOS:000310902600001		
J	Wei, W; Yang, XL; Shen, PY; Zhou, B				Wei, Wei; Yang, Xiao-Lin; Shen, Pei-Yi; Zhou, Bin			Holes Detection in Anisotropic Sensornets: Topological Methods	INTERNATIONAL JOURNAL OF DISTRIBUTED SENSOR NETWORKS			English	Article							NETWORKS	Wireless sensor networks (WSNs) are tightly linked with the practical environment in which the sensors are deployed. Sensor positioning is a pivotal part of main location-dependent applications that utilize sensornets. The global topology of the network is important to both sensor network applications and the implementation of networking functionalities. This paper studies the topology discovery with an emphasis on boundary recognition in a sensor network. A large mass of sensor nodes are supposed to scatter in a geometric region, with nearby nodes communicating with each other directly. This paper is thus designed to detect the holes in the topological architecture of sensornets only by connectivity information. Existent edges determination methods hold the high costs as assumptions. Without the help of a large amount of uniformly deployed seed nodes, those schemes fail in anisotropic WSNs with possible holes. To address this issue, we propose a solution, named PPA based on Poincare-Perelman Theorem, to judge whether there are holes in WSNs-monitored areas. Our solution can properly detect holes on the topological surfaces and connect them into meaningful boundary cycles. The judging method has also been rigorously proved to be appropriate for continuous geometric domains as well as discrete domains. Extensive simulations have been shown that the algorithm even enables networks with low density to produce good results.	[Wei, Wei] Xian Univ Technol, Sch Comp Sci & Engn, Xian 710048, Peoples R China; [Yang, Xiao-Lin] Chengdu Univ Technol, Coll Management Sci, Chengdu 610059, Peoples R China; [Shen, Pei-Yi] Xidian Univ, Natl Sch Software, Xian 710071, Peoples R China; [Zhou, Bin] Xian Univ Sci & Technol, Coll Sci, Xian 710054, Peoples R China	Yang, XL (reprint author), Chengdu Univ Technol, Coll Management Sci, Chengdu 610059, Peoples R China.	yangxlcdut@gmail.com			NSFC [61072105, 61007011]; Open Projects Program of National Laboratory of Pattern Recognition; Natural Science Basic Research Plan in Shaanxi Province of China [2010JM8005]; Scientific Research Program Funded by Shaanxi Provincial Education Department [11JK0504]	The authors would like to thank the anonymous reviewers for their constructive feedback and valuable input. Thanks are due for the supports to our program from the TI, the XILINX, and the Software School of Xidian University. This program is partially supported by NSFC (Grant no. 61072105, 61007011) and also supported by the Open Projects Program of National Laboratory of Pattern Recognition. The project is also partially supported by Natural Science Basic Research Plan in Shaanxi Province of China (Program no. 2010JM8005) and Scientific Research Program Funded by Shaanxi Provincial Education Department (Program no. 11JK0504).		19	16	16	0	17	HINDAWI PUBLISHING CORPORATION	NEW YORK	410 PARK AVENUE, 15TH FLOOR, #287 PMB, NEW YORK, NY 10022 USA	1550-1329			INT J DISTRIB SENS N	Int. J. Distrib. Sens. Netw.		2012									135054	10.1155/2012/135054		9	Computer Science, Information Systems; Telecommunications	Computer Science; Telecommunications	031FK	WOS:000310624300001		
J	Li, Y; Chen, G; Tang, C; Zhou, G; Zheng, L				Li, Y.; Chen, G.; Tang, C.; Zhou, G.; Zheng, L.			Rainfall and earthquake-induced landslide susceptibility assessment using GIS and Artificial Neural Network	NATURAL HAZARDS AND EARTH SYSTEM SCIENCES			English	Article							LOGISTIC-REGRESSION; WENCHUAN EARTHQUAKE; SPATIAL-DISTRIBUTION; HAZARD ASSESSMENT; THRESHOLDS; ZONATION; MODELS; CHINA; SCALE; BASIN	A GIS-based method for the assessment of landslide susceptibility in a selected area of Qingchuan County in China is proposed by using the back-propagation Artificial Neural Network model (ANN). Landslide inventory was derived from field investigation and aerial photo interpretation. 473 landslides occurred before the Wenchuan earthquake (which were thought as rainfall-induced landslides (RIL) in this study), and 885 earthquake-induced landslides (EIL) were recorded into the landslide inventory map. To understand the different impacts of rainfall and earthquake on landslide occurrence, we first compared the variations between landslide spatial distribution and conditioning factors. Then, we compared the weight variation of each conditioning factor derived by adjusting ANN structure and factors combination respectively. Last, the weight of each factor derived from the best prediction model was applied to the entire study area to produce landslide susceptibility maps. Results show that slope gradient has the highest weight for landslide susceptibility mapping for both RIL and EIL. The RIL model built with four different factors (slope gradient, elevation, slope height and distance to the stream) shows the best success rate of 93 %; the EIL model built with five different factors (slope gradient, elevation, slope height, distance to the stream and distance to the fault) has the best success rate of 98 %. Furthermore, the EIL data was used to verify the RIL model and the success rate is 92 %; the RIL data was used to verify the EIL model and the success rate is 53 %.	[Li, Y.; Chen, G.; Zheng, L.] Kyushu Univ, Dept Civil & Struct Engn, Fukuoka 812, Japan; [Tang, C.] Chengdu Univ Technol, State Key Lab Geohazard Prevent, Chengdu, Peoples R China; [Zhou, G.] Nishi Nippon Inst Technol, Fukuoka, Japan	Li, Y (reprint author), Kyushu Univ, Dept Civil & Struct Engn, Fukuoka 812, Japan.	liyange1984@gmail.com			Japan Society for the Promotion of Science [22310113]; Program for Basic Research of the Ministry of Science and Technology, China [2011FY110103]	This study has received financial support from Grants-in-Aid for Scientific Research (Scientific Research (B), 22310113, G. Chen) from Japan Society for the Promotion of Science and is supported by the Program for Basic Research of the Ministry of Science and Technology, China (2011FY110103). The supports are gratefully acknowledged.		34	17	17	3	31	COPERNICUS GESELLSCHAFT MBH	GOTTINGEN	BAHNHOFSALLEE 1E, GOTTINGEN, 37081, GERMANY	1561-8633			NAT HAZARD EARTH SYS	Nat. Hazards Earth Syst. Sci.		2012	12	8					2719	2729		10.5194/nhess-12-2719-2012		11	Geosciences, Multidisciplinary; Meteorology & Atmospheric Sciences; Water Resources	Geology; Meteorology & Atmospheric Sciences; Water Resources	017UM	WOS:000309616500024		
J	Peng, G; Zhao, CX; Liu, BL; Sun, Z; Luo, R				Peng, Gang; Zhao, Chunxia; Liu, Bailing; Sun, Zhe; Luo, Rong			Chitosan Modified PSt-GMA Microspheres With/Without Spacer-Arms as Carriers: Their Influences on Kinetics, Stability, Optimal pH, Adsorption Behavior of Immobilized Trypsin	JOURNAL OF MACROMOLECULAR SCIENCE PART A-PURE AND APPLIED CHEMISTRY			English	Article						Chitosan modified microsphere; trypsin immobilization; stability; spacer-arm	MONODISPERSE POLYSTYRENE MICROSPHERES; P(MMA-EA-AA) LATEX-PARTICLES; COVALENT IMMOBILIZATION; DISPERSION POLYMERIZATION; PROTEIN ADSORPTION; GLUCOSE-OXIDASE; SILICA-GEL; SUPPORTS; ENZYMES; SURFACE	A series of microspheres, chitosan modified PSt-GMA microspheres with/without the spacer-arms, have been used as carriers to study related properties about immobilized trypsin, such as isothermal adsorption, stability, kinetics and optimal reaction pH. The experimental results showed that the immobilization process could fit the Freundlich model rather than the Langmuir model, indicating the real adsorption behavior was more complex than the ideal adsorption model. In addition, K-m values of trypsin immobilized onto M5 or M8 were closer to that of free enzyme and lower than that onto other microspheres, suggesting the trypsin immobilized onto M5 or M8 possessed a higher affinity to substrate. Furthermore, the thermal and operational stabilities of immobilized trypsin, particularly onto M5 or M8, were enhanced compared to that of free trypsin. Compared to free trypsin, the optimal pH of immobilized trypsin didn't change; however, its pH profile was broader. These results have proved that chitosan modified microspheres could keep the conformation and activity of enzyme as well as enhance enzyme's properties. Therefore, it has potential application in high throughput screening of drugs (HTS) based on the scintillation proximity assay (SPA) method.	[Peng, Gang; Zhao, Chunxia; Liu, Bailing; Luo, Rong] Chinese Acad Sci, Chengdu Inst Organ Chem, Chengdu 610041, Sichuan Provinc, Peoples R China; [Peng, Gang; Zhao, Chunxia] Chinese Acad Sci, Grad Sch, Beijing, Peoples R China; [Sun, Zhe] Chengdu Univ Technol, Chengdu, Sichuan, Peoples R China	Liu, BL (reprint author), Chinese Acad Sci, Chengdu Inst Organ Chem, Renminnan Rd 9, Chengdu 610041, Sichuan Provinc, Peoples R China.	blliuchem@hotmail.com			National Natural Science Foundation of China [20974111]	This work was financially supported by the National Natural Science Foundation of China (20974111). The authors thank Professor Yujun Feng of our institute for his kind help in UV-Vis measured for enzyme concentration and enzyme activity.		49	3	3	1	21	TAYLOR & FRANCIS INC	PHILADELPHIA	325 CHESTNUT ST, SUITE 800, PHILADELPHIA, PA 19106 USA	1060-1325			J MACROMOL SCI A	J. Macromol. Sci. Part A-Pure Appl. Chem.		2012	49	10					851	860		10.1080/10601325.2012.714678		10	Polymer Science	Polymer Science	008TP	WOS:000308979800007		
J	Yin, F; Huang, GX				Yin, Feng; Huang, Guang-Xin			An Iterative Algorithm for the Generalized Reflexive Solutions of the Generalized Coupled Sylvester Matrix Equations	JOURNAL OF APPLIED MATHEMATICS			English	Article							LEAST-SQUARES SOLUTIONS; RECURSIVE BLOCKED ALGORITHMS; SOLVING TRIANGULAR SYSTEMS; SKEW SYMMETRIC-SOLUTIONS; OPTIMAL APPROXIMATION; PART II; AXB; CYD	An iterative algorithm is constructed to solve the generalized coupled Sylvester matrix equations (XB - CYD, EXF - GYH) = (M, N), which includes Sylvester and Lyapunov matrix equations as special cases, over generalized reflexive matrices X and Y. When the matrix equations are consistent, for any initial generalized reflexive matrix pair [X-1, Y-1], the generalized reflexive solutions can be obtained by the iterative algorithm within finite iterative steps in the absence of round-off errors, and the least Frobenius norm generalized reflexive solutions can be obtained by choosing a special kind of initial matrix pair. The unique optimal approximation generalized reflexive solution pair [(X) over cap, (Y) over cap] to a given matrix pair [X-0, Y-0] in Frobenius norm corresponding can be derived by finding the least-norm generalized reflexive solution [(X) over tilde*, (Y) over tilde*] of a new corresponding generalized coupled Su;vester matrix equation pair (A (X) over tildeB - C (Y) over tildeD, E (X) over tildeF - G (Y) over tildeH) = ((M) over tilde(N) over tilde), where (M) over tilde = M - AX(0)B _ CY0D, (N) over tilde = N - EX0F + GY(0)H. Several numerical examples are given to show the effectiveness of the presented iterative algorithm.	[Yin, Feng] Sichuan Univ Sci & Engn, Sch Sci, Zigong 643000, Peoples R China; [Huang, Guang-Xin] Chengdu Univ Technol, Geomath Key Lab Sichuan Prov, Coll Management Sci, Chengdu 610059, Peoples R China	Yin, F (reprint author), Sichuan Univ Sci & Engn, Sch Sci, Zigong 643000, Peoples R China.	fyin@suse.edu.cn			Research Fund Project [2010XJKYL018]; Natural Science Foundation of Sichuan Education Department [12ZB289]; Open Fund of Geomathematics Key Laboratory of Sichuan Province [scsxdz2011005]; Key Natural Science Foundation of Sichuan Education Department [12ZA008]	The authors are very much indebted to the anonymous referees and their editors for their constructive and valuable comments and suggestions which greatly improved the original copy of this paper. Grateful acknowledgements are given to Professor. Alain Miranville for his comments and suggestions that helped improve the second version of this paper greatly. This work was partially supported by the Research Fund Project (Natural Science 2010XJKYL018) and (Natural Science Foundation of Sichuan Education Department 12ZB289) respectively. This work is also supported by Open Fund of Geomathematics Key Laboratory of Sichuan Province (scsxdz2011005) and Key Natural Science Foundation of Sichuan Education Department (12ZA008).		41	3	3	0	7	HINDAWI PUBLISHING CORPORATION	NEW YORK	410 PARK AVENUE, 15TH FLOOR, #287 PMB, NEW YORK, NY 10022 USA	1110-757X			J APPL MATH	J. Appl. Math.		2012									152805	10.1155/2012/152805		28	Mathematics, Applied	Mathematics	001SR	WOS:000308480900001		
J	Qi, YB; Li, J; Wang, BM; Zhou, K; Luo, JH; Ye, CW; Jia, XH				Qi, Yabing; Li, Jun; Wang, Baoming; Zhou, Kun; Luo, Jianhong; Ye, Changwen; Jia, Xuhong			Numerical Modeling and Optimization of Zone Refining in High Purification of Bibenzyl	JOURNAL OF CHEMICAL ENGINEERING OF JAPAN			English	Article						Numerical Modeling; Purification; Zone Refining; Bibenzyl; Optimization	SEGREGATION; IMPURITIES; TELLURIUM; COEFFICIENTS	A previous numerical model has been expanded to predict the impurity concentration profiles during purification of bibenzyl by zone refining after several zone passes. It proves that the model is efficient through comparison of theoretical and experimental impurity concentration profiles within 10 passes. For all impurities in bibenzyl, 30 zone passes are sufficient for zone refining by theoretical computation under the experimental conditions. Through optimization of zone length for two typical impurities in theory, it shows that refining efficiency with varied zone length, adopting a longer zone length for the early zone passes, and a shorter zone length for the later passes, is higher than that with constant zone lengths in all passes. It provides a guide for purification of bibenzyl during processes of zone refining, theoretically.	[Qi, Yabing; Li, Jun; Wang, Baoming; Luo, Jianhong; Ye, Changwen; Jia, Xuhong] Sichuan Univ, Sch Chem Engn, Chengdu 610065, Sichuan, Peoples R China; [Zhou, Kun] Chengdu Univ Technol, Coll Mat & Chem & Chem Engn, Chengdu 610059, Sichuan, Peoples R China	Li, J (reprint author), Sichuan Univ, Sch Chem Engn, Chengdu 610065, Sichuan, Peoples R China.	lijun@scu.edu.cn						16	0	0	1	9	SOC CHEMICAL ENG JAPAN	BUNKYO KU TOKYO	KYORITSU BUILDING 4-16-19 KOHINATA, BUNKYO KU TOKYO, 112, JAPAN	0021-9592			J CHEM ENG JPN	J. Chem. Eng. Jpn.		2012	45	8					571	576				6	Engineering, Chemical	Engineering	995OE	WOS:000308018400003		
J	Chen, DQ; Yin, F; Huang, GX				Chen, Deqin; Yin, Feng; Huang, Guang-Xin			An Iterative Algorithm for the Generalized Reflexive Solution of the Matrix Equations AXB = E, CXD = F	JOURNAL OF APPLIED MATHEMATICS			English	Article							RECURSIVE BLOCKED ALGORITHMS; SOLVING TRIANGULAR SYSTEMS; OPTIMAL APPROXIMATION; SYMMETRIC-SOLUTIONS; MINIMUM-NORM; SYLVESTER; A(2)XB(2); A(1)XB(1); C-1; PAIR	An iterative algorithm is constructed to solve the linear matrix equation pair AXB = E, CXD = F over generalized reflexive matrix X. When the matrix equation pair AXB = E, CXD = F is consistent over generalized reflexive matrix X, for any generalized reflexive initial iterative matrix X-1, the generalized reflexive solution can be obtained by the iterative algorithm within finite iterative steps in the absence of round-off errors. The unique least-norm generalized reflexive iterative solution of the matrix equation pair can be derived when an appropriate initial iterative matrix is chosen. Furthermore, the optimal approximate solution of AXB = E, CXD = F for a given generalized reflexive matrix X-0 can be derived by finding the least-norm generalized reflexive solution of a new corresponding matrix equation pair A (X) over tildeB = (E) over tilde, C (X) over tildeD = (F) over tilde with (E) over tilde = E -AX(0)B, (F) over tilde = F -CX0D. Finally, several numerical examples are given to illustrate that our iterative algorithm is effective.	[Chen, Deqin; Yin, Feng] Sichuan Univ Sci & Engn, Sch Sci, Zigong 643000, Peoples R China; [Huang, Guang-Xin] Chengdu Univ Technol, Coll Management Sci, Key Lab Geomath Sichuan, Chengdu 610059, Peoples R China	Chen, DQ (reprint author), Sichuan Univ Sci & Engn, Sch Sci, Zigong 643000, Peoples R China.	chendeqin@suse.edu.cn			Research Fund Project [2010XJKYL018]; Opening Fund of Geomathematics Key Laboratory of Sichuan Province [scsxdz2011005]; Natural Science Foundation of Sichuan Education Department [12ZB289]; Key Natural Science Foundation of Sichuan Education Department [12ZA008]	The authors are very much indebted to the anonymous referees and our editors for their constructive and valuable comments and suggestions which greatly improved the original manuscript of this paper. This work was partially supported by the Research Fund Project (Natural Science 2010XJKYL018), Opening Fund of Geomathematics Key Laboratory of Sichuan Province (scsxdz2011005), Natural Science Foundation of Sichuan Education Department (12ZB289) and Key Natural Science Foundation of Sichuan Education Department (12ZA008).		35	3	3	1	5	HINDAWI PUBLISHING CORPORATION	NEW YORK	410 PARK AVENUE, 15TH FLOOR, #287 PMB, NEW YORK, NY 10022 USA	1110-757X			J APPL MATH	J. Appl. Math.		2012									492951	10.1155/2012/492951		20	Mathematics, Applied	Mathematics	991LW	WOS:000307703700001		
J	Zhao, CX; Sun, Z; Liu, BL; Peng, G; Niu, JL				Zhao, Chunxia; Sun, Zhe; Liu, Bailing; Peng, Gang; Niu, Jianlou			Synergistic Effect Between Organically Modified Montmorillonite and Ammonium Polyphosphate on Thermal and Flame-Retardant Properties of Poly(Butyl Acrylate/Vinyl Acetate) Copolymer Latex	JOURNAL OF MACROMOLECULAR SCIENCE PART B-PHYSICS			English	Article						butyl acrylate; flame retardance; montmorillonite (MMT); synergistic effect; thermal degradation; vinyl acetate	LAYERED DOUBLE HYDROXIDE; RED PHOSPHORUS; NANOCOMPOSITES; FLAMMABILITY; PHOSPHATE; SYSTEM	Hexadecyl trimethyl ammonium bromide modified montmorillonite (1631-MMT) was successfully synthesized via an ion exchange reaction and characterized through Fourier transform infrared (FTIR) spectroscopy and X-ray diffraction (XRD). Various poly(butyl acrylate/vinyl acetate) P(BA-VAc) copolymer P(BA-VAc)/1631-MMT emulsions were prepared via in-situ polymerization method using potassium persulphate (K2S2O8, KPS) as an initiator. Ammonium polyphosphate (APP) was introduced for obtaining P(BA-VAc)/APP/1631-MMT flame-retardant latex. The flame retardancy and thermal behavior of the latex films were investigated through limiting oxygen index (LOI) and vertical burning test (UL-94) and thermo-gravimetric analysis (TGA/DTA [differential thermal analysis]) analysis. Compared with the P(BA-VAc)/APP composite, the LOI value of P(BA-VAc)/APP/1631-MMT sample was increased from 27.7 to 30.3 with a concentration of 1631-MMT 0.5 wt% in composition, and its UL-94 was raised to V-0 from no rating. TG date showed that the amount of residues increased significantly when 1631-MMT was added. The morphology and microstructure of the residues generated during LOI testing were investigated by scanning electron microscopy (SEM). The outer surface of the P(BA-VAc)/APP/1631-MMT charred layer was more continuous and compact than that of P(BA-VAc)/APP.	[Zhao, Chunxia; Peng, Gang; Niu, Jianlou] Chinese Acad Sci, Chengdu Inst Organ Chem, Chengdu 610041, Peoples R China; [Zhao, Chunxia; Liu, Bailing; Peng, Gang; Niu, Jianlou] Chinese Acad Sci, Grad Sch CAS, Beijing, Peoples R China; [Sun, Zhe] Chengdu Univ Technol, Dept Mat & Chem & Chem Engn, Chengdu, Peoples R China	Liu, BL (reprint author), Chinese Acad Sci, Chengdu Inst Organ Chem, Chengdu 610041, Peoples R China.	blliuchem@hotmail.com			Sichuan Vinylon Corp. (Chongqing, China)	The authors acknowledge the financial support of Sichuan Vinylon Corp. (Chongqing, China).		28	4	6	2	26	TAYLOR & FRANCIS INC	PHILADELPHIA	325 CHESTNUT ST, SUITE 800, PHILADELPHIA, PA 19106 USA	0022-2348			J MACROMOL SCI B	J. Macromol. Sci. Part B-Phys.		2012	51	6					1089	1099		10.1080/00222348.2011.625897		11	Polymer Science	Polymer Science	947TL	WOS:000304453700007		
