PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	PG	WC	SC	GA	UT	PM
J	Cheng, B; Cheng, X; Zhai, ZY; Zhang, CW; Chen, JL				Cheng Bo; Cheng Xin; Zhai Zhongyi; Zhang Chengwen; Chen Junliang			Web of Things-Based Remote Monitoring System for Coal Mine Safety Using Wireless Sensor Network	INTERNATIONAL JOURNAL OF DISTRIBUTED SENSOR NETWORKS			English	Article							ENVIRONMENTS	Frequent accidents have occurred in coal mine enterprises; therefore, raising the technological level of coal mine safety monitoring systems is an urgent problem. Wireless sensor networks (WSN), as a new field of research, have broad application prospects. This paper proposes a Web of Things- (WoT-) based remote monitoring system that takes full advantage of wireless sensor networks in combination with the CAN bus communication technique that abstracts the underground sensor data and capabilities into WoT resources to offer services using representational state transfer (REST) style. We also present three different implemented scenarios for WoT-based remote monitoring systems for coal mine safety, for which the system performance has been measured and analyzed. Finally, we describe our conclusions and future work.	[Cheng Bo; Zhai Zhongyi; Chen Junliang] Beijing Univ Posts & Telecommun, State Key Lab Networking & Switching Technol, Beijing 100876, Peoples R China; [Cheng Xin] Chengdu Univ Technol, Sichuan Prov Key Lab Geol Nucl Technol, Chengdu 610059, Sichuan, Peoples R China; [Zhang Chengwen] Beijing Univ Posts & Telecommun, Beijing Key Lab Intelligent Telecommun Software &, Beijing 100876, Peoples R China	Cheng, B (reprint author), Beijing Univ Posts & Telecommun, State Key Lab Networking & Switching Technol, Beijing 100876, Peoples R China.	chengbo@bupt.edu.cn			National Grand Fundamental Research 973 Program of China [2011CB302506, 2012CB315802]; National High-tech R&D Program of China (863 Program) [2013AA102301]; National Natural Science Foundation of China [61132001]; Program for New Century Excellent Talents in University [NCET-11-0592]	This research is supported by the National Grand Fundamental Research 973 Program of China under Grant nos. 2011CB302506 and 2012CB315802, National High-tech R&D Program of China (863 Program) under Grant no. 2013AA102301, National Natural Science Foundation of China under Grant no. 61132001, and Program for New Century Excellent Talents in University (Grant no. NCET-11-0592).		16	1	1	4	36	HINDAWI PUBLISHING CORPORATION	NEW YORK	410 PARK AVENUE, 15TH FLOOR, #287 PMB, NEW YORK, NY 10022 USA	1550-1329	1550-1477		INT J DISTRIB SENS N	Int. J. Distrib. Sens. Netw.		2014									323127	10.1155/2014/323127		14	Computer Science, Information Systems; Telecommunications	Computer Science; Telecommunications	AQ6RY	WOS:000342942700001		
J	Shi, SP; Cao, YP; Xiao, YS; Wu, YC				Shi, Shunping; Cao, Yiping; Xiao, Yanshan; Wu, Yingchun			A study of the impact on telecentricity to the illumination system based on CCD imaging	OPTIK			English	Article						Optical lithography; Measurement system; Telecentricity; Mask; Wafer	NM PATTERNS; PUPIL-FILL; LITHOGRAPHY; REQUIREMENTS; SCANNER	One of the important properties of the illumination system is of determining telecentricity for the realization of the place of wafer in the optical lithography. In this paper, we present numerical simulations of the optical imaging using four different illumination models and based on CCD imaging. We simulate the imaging of light source for different illumination pupil distributions and determine the energy centroid through the imaging of the conventional illumination which exist telecentricity of 11 mrad. Furthermore, we discuss the influencing factors of two aspects on telecentricity. One is the non-uniformity of light intensity distribution, and the other is pinhole defocus in the wafer. The range between the nonuniformity of light intensity distribution and pinhole defocus are quantified by computing the allowed telecentricity error in the illumination system. Finally, experiments have verified telecentricity measurement feasibility and validity. The presented scheme that with CCD imaging instead the actual wafer which saves cost and improves the accuracy in the optical lithography. In comparison with the measurement methods of convention the CCD imaging has a series of advantages such as fast response, high sensibility, high precision and the measurement is carried out on-line. (C) 2014 Elsevier GmbH. All rights reserved.	[Shi, Shunping; Cao, Yiping; Xiao, Yanshan; Wu, Yingchun] Sichuan Univ, Dept Optoelect, Chengdu 610064, Peoples R China; [Shi, Shunping] Chengdu Univ Technol, Dept Appl Phys, Chengdu 610059, Peoples R China	Cao, YP (reprint author), Sichuan Univ, Dept Optoelect, Chengdu 610064, Peoples R China.	shunping_999@163.com			National Science and Technology Major Project of China [2009ZX02204-008]; 863 National Plan Foundation of China [2007AA01Z333]	This work is supported by National Science and Technology Major Project of China under Grant no. 2009ZX02204-008 and the 863 National Plan Foundation of China under Grant no. 2007AA01Z333.		24	0	0	1	2	ELSEVIER GMBH, URBAN & FISCHER VERLAG	JENA	OFFICE JENA, P O BOX 100537, 07705 JENA, GERMANY	0030-4026			OPTIK	Optik		2014	125	19					5853	5860		10.1016/j.ijleo.2014.07.018		8	Optics	Optics	AQ5VN	WOS:000342876800081		
J	Yang, F; Fu, SY; Chu, W; Li, C; Tong, DG				Yang, Fan; Fu, Shi Yan; Chu, Wei; Li, Chun; Tong, Dong Ge			Monodisperse amorphous CuB23 alloy short nanotubes: novel efficient catalysts for Heck coupling of inactivated alkyl halides and alkenes	RSC ADVANCES			English	Article							NANOSTRUCTURED PALLADIUM CLUSTERS; SOLUTION PLASMA PROCESS; HYDROGEN GENERATION; PD NANOPARTICLES; MESOPOROUS STRUCTURE; ROOM-TEMPERATURE; HIGHLY EFFICIENT; ARYL HALIDES; CO; IODIDES	Heck-type coupling of inactivated alkyl halides and alkenes, catalyzed by amorphous CuB23 alloy short nanotubes, has been developed. Such couplings occur on the surfaces of nanotubes via a single-electron oxidative reaction. The results indicate that CuB23 nanotubes are efficient catalysts to replace Pd and Ni complexes for such Heck-type coupling.	[Yang, Fan; Fu, Shi Yan; Li, Chun; Tong, Dong Ge] Chengdu Univ Technol, Coll Mat & Chem & Chem Engn, Sichuan Higher Educ Inst, Mineral Resources Chem Key Lab, Chengdu 610059, Peoples R China; [Yang, Fan; Fu, Shi Yan; Li, Chun; Tong, Dong Ge] Chengdu Univ Technol, State Key Lab Oil & Gas Reservoir Geol & Exploit, Chengdu 610059, Peoples R China; [Chu, Wei] Sichuan Univ, Coll Chem Engn, Chengdu 610065, Peoples R China	Tong, DG (reprint author), Chengdu Univ Technol, Coll Mat & Chem & Chem Engn, Sichuan Higher Educ Inst, Mineral Resources Chem Key Lab, Chengdu 610059, Peoples R China.	chuwei1965@foxmail.com; tongdongge@163.com	Chu, Wei/I-4486-2013; Chu, Wei/C-6140-2011	Chu, Wei/0000-0002-7166-5443; Tong, Dong Ge/0000-0001-9106-4373	National Natural Science Foundation of China [21376033]; Sichuan Youth Science and Technology Innovation Research Team Funding Scheme [2013TD0005]; Cultivating programme of Middle aged backbone teachers [HG0092]; Cultivating programme for Excellent Innovation Team of Chengdu University of Technology [HY0084]; Sichuan Province [SZH1106CX04]	This work was financially supported by the National Natural Science Foundation of China (21376033), the Sichuan Youth Science and Technology Innovation Research Team Funding Scheme (2013TD0005), the Cultivating programme of Middle aged backbone teachers (HG0092), the Cultivating programme for Excellent Innovation Team of Chengdu University of Technology (HY0084) and Innovative Experimental Items for College Students of Sichuan Province (SZH1106CX04).		80	11	11	4	22	ROYAL SOC CHEMISTRY	CAMBRIDGE	THOMAS GRAHAM HOUSE, SCIENCE PARK, MILTON RD, CAMBRIDGE CB4 0WF, CAMBS, ENGLAND	2046-2069			RSC ADV	RSC Adv.		2014	4	86					45838	45843		10.1039/c4ra08517e		6	Chemistry, Multidisciplinary	Chemistry	AQ4JH	WOS:000342761600030		
J	Wang, XQ; Li, YR; Yuan, Y; Zhou, Z; Wang, LS				Wang, X. Q.; Li, Y. R.; Yuan, Y.; Zhou, Z.; Wang, L. S.			Palaeoclimate and palaeoseismic events discovered in Diexi barrier lake on the Minjiang River, China	NATURAL HAZARDS AND EARTH SYSTEM SCIENCES			English	Article							ROCK-AVALANCHE; PLEISTOCENE; ARGENTINA	Studies on the formation of the ancient Diexi barrier lake on the Mingjiang River, southwestern China, have long been carried out. However, investigations into the correlation between the palaeoclimate and palaeoenvironment and the palaeoseismic events in this area are rarely found in literature. The present study took sediments from the ancient Diexi barrier lake to investigate the palaeoclimate, palaeoenvironment and palaeoseismic events. A drilling at the centre of the barrier lake was conducted and the core of about 260 m long was examined. The palaeoclimate and palaeoenvironment indicators (sporopollen, carbon and oxygen isotopes, organic matter, calcium carbonate, granularity) from the sediments have been tested and analysed, and indicate that there were 10 climatic and environmental periods between 30 000 and 15 000 a BP (before present). The discovered disturbance segments in the core indicate there were at least 10 seismic events during that period. The consistency between climate change and seismic events indicates that a strong seismicity is normally accompanied by a climatic variation. This may be a useful supplement for climate and geohazard predictions in the future.	[Wang, X. Q.; Yuan, Y.; Zhou, Z.; Wang, L. S.] Chengdu Univ Technol, State Key Lab Geohazard Prevent & Geoenvironm Pro, Chengdu 610059, Peoples R China; [Li, Y. R.] Taiyuan Univ Technol, Taiyuan 030024, Peoples R China; [Li, Y. R.] AGECON Ltd, Hong Kong, Hong Kong, Peoples R China	Li, YR (reprint author), Taiyuan Univ Technol, Taiyuan 030024, Peoples R China.	li.dennis@hotmail.com			National Natural Science Foundation of China [41072230, 51309176]; State Key Laboratory of Geohazard Prevention and Geoenvironment Protection [SKLGP2012Z008]	This study is supported by the National Natural Science Foundation of China (no. 41072230 and 51309176) and funding from the State Key Laboratory of Geohazard Prevention and Geoenvironment Protection (SKLGP2012Z008).		22	3	3	3	14	COPERNICUS GESELLSCHAFT MBH	GOTTINGEN	BAHNHOFSALLEE 1E, GOTTINGEN, 37081, GERMANY	1561-8633			NAT HAZARD EARTH SYS	Nat. Hazards Earth Syst. Sci.		2014	14	8					2069	2078		10.5194/nhess-14-2069-2014		10	Geosciences, Multidisciplinary; Meteorology & Atmospheric Sciences; Water Resources	Geology; Meteorology & Atmospheric Sciences; Water Resources	AO8HX	WOS:000341596300011		
J	Yao, Y; Zhang, XX; Zhang, HJ				Yao, Yuan; Zhang, Xiaoxia; Zhang, Hongjun			Dynamic performances of an innovative coupler used in heavy haul trains	VEHICLE SYSTEM DYNAMICS			English	Article						heavy haul train; coupler stability; structure; locomotive; derailment; wheel set lateral force	LOCOMOTIVES	An innovative structure for a heavy haul coupler with an arc surface contact and restoring bumpstop is proposed. This coupler has a small lateral force at a small yaw angle and a limitable yaw angle to ensure an allowable coupler lateral force under intense compressive force. The main structural characteristic of the combined contact coupler is a lateral movable follower with an appropriate friction coefficient of 0.06-0.08 and a slide block with a single freedom of longitudinal movement. In order to verify and simulate the performances, a multi-body dynamics model with four heavy haul locomotives and three detailed couplers was established to simulate the process of emergency braking. In addition, the coupler yaw instability and wheel set lateral forces were tested in order to investigate the effect of relevant parameters on the coupler performances. The combined contact coupler is suitable for heavy haul train for a good dynamic performance.	[Yao, Yuan; Zhang, Hongjun] Southwest Jiaotong Univ, State Key Lab Tract Power, Chengdu 610031, Peoples R China; [Zhang, Xiaoxia] Chengdu Univ Technol, Coll Nucl Technol & Automat Engn, Chengdu 610059, Peoples R China	Yao, Y (reprint author), Southwest Jiaotong Univ, State Key Lab Tract Power, Chengdu 610031, Peoples R China.	yyuan8848@163.com			National Natural Science Foundation of China [51205324, 51375403]; Fundamental Research Funds for the Central Universities [2682014CX040]	The authors acknowledge the support of the National Natural Science Foundation of China (No. 51205324, 51375403) and the Fundamental Research Funds for the Central Universities (No. 2682014CX040).		14	0	1	2	4	TAYLOR & FRANCIS LTD	ABINGDON	4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND	0042-3114	1744-5159		VEHICLE SYST DYN	Veh. Syst. Dyn.		2014	52	10					1288	1303		10.1080/00423114.2014.938664		16	Engineering, Mechanical	Engineering	AP7XI	WOS:000342291200004		
J	Cao, LG; Liu, Y				Cao, Ligang; Liu, Yun			The Finite Element Numerical Modelling of 3D Magnetotelluric	MATHEMATICAL PROBLEMS IN ENGINEERING			English	Article							INTEGRAL-EQUATIONS; SIMULATION; ALGORITHM	The ideal numerical simulation of 3D magnetotelluric was restricted by the methodology complexity and the time-consuming calculation. Boundary values, the variation of weighted residual equation, and the hexahedral mesh generation method of finite element are three major causes. A finite element method for 3D magnetotelluric numerical modeling is presented in this paper as a solution for the problem mentioned above. In this algorithm, a hexahedral element coefficient matrix for magnetoelluric finite method is developed, which solves large-scale equations using preconditioned conjugate gradient of the first-type boundary conditions. This algorithm is verified using the homogeneous model, and the positive landform model, as well as the low resistance anomaly model.	[Cao, Ligang] Chengdu Univ Technol, Minist Educ, Key Lab Earth Explorat & Informat Tech, Chengdu 610059, Peoples R China; [Liu, Yun] Chinese Acad Sci, Inst Geochem, Guiyang 550002, Peoples R China	Cao, LG (reprint author), Chengdu Univ Technol, Minist Educ, Key Lab Earth Explorat & Informat Tech, Chengdu 610059, Peoples R China.	caoligang08@cdut.cn			National Key Scientific Instrument and Equipment Development Special Project "3D Frequency Domain Electromagnetic Signal Processing and Inversion Imaging Interpretation System" [2011YQ05006007]; Key Laboratory of Earth Exploration and Information Technology of Ministry of education in Chengdu University of Technology	The authors would like to acknowledge the great support from the National Key Scientific Instrument and Equipment Development Special Project "3D Frequency Domain Electromagnetic Signal Processing and Inversion Imaging Interpretation System (no. 2011YQ05006007)" and the Key Laboratory of Earth Exploration and Information Technology of Ministry of education in Chengdu University of Technology.		27	0	0	2	30	HINDAWI PUBLISHING CORPORATION	NEW YORK	410 PARK AVENUE, 15TH FLOOR, #287 PMB, NEW YORK, NY 10022 USA	1024-123X	1563-5147		MATH PROBL ENG	Math. Probl. Eng.		2014									890516	10.1155/2014/890516		9	Engineering, Multidisciplinary; Mathematics, Interdisciplinary Applications	Engineering; Mathematics	AN3CO	WOS:000340462700001		
J	Yang, F; Li, YZ; Chu, W; Li, C; Tong, DG				Yang, Fan; Li, Yuan Zhi; Chu, Wei; Li, Chun; Tong, Dong Ge			Mesoporous Co-B-N-H nanowires: superior catalysts for decomposition of hydrous hydrazine to generate hydrogen	CATALYSIS SCIENCE & TECHNOLOGY			English	Article							AMORPHOUS ALLOY CATALYST; FORMIC ACID/SODIUM FORMATE; HIGHLY EFFICIENT CATALYST; SOLUTION PLASMA PROCESS; ROOM-TEMPERATURE; STORAGE; NANOPARTICLES; NICKEL; SURFACE; CARBON	N- and H-incorporating Co-B amorphous nanowires were successfully synthesized as superior N2H4 decomposition catalysts for H-2 generation via a facile solution plasma process (SPP). A possible mechanism for the formation of the Co-B-N-H nanowires during the SPP is proposed. The incorporation of N and H into the Co-B nanowires not only introduces basic sites, but also weakens the interaction between adspecies produced (including H-2 and NHx) and surface Co atoms. Together with their unique one-dimensional nanostructure and N and H incorporation, the as-prepared Co-B-N-H nanowires exhibited superior performance in N2H4 decomposition for H-2 generation. The activation energy of the Co-B-N-H nanowires was 39.9 +/- 1.5 kJ mol(-1). The nanowires were stable catalysts for N2H4 hydrolytic dehydrogenation, providing 133 020 total turnovers in 30 h. The excellent performance of our Co-B-N-H nanowires provides a new perspective concerning the possibility of constructing hydrogen-producing systems from N2H4 with competitive performance in comparison to NaBH4 and NH3BH3 hydrogen-producing systems for fuel cell applications.	[Yang, Fan; Li, Yuan Zhi; Li, Chun; Tong, Dong Ge] Chengdu Univ Technol, Coll Mat & Chem & Chem Engn, Sichuan Higher Educ Inst, Mineral Resources Chem Key Lab, Chengdu 610059, Peoples R China; [Yang, Fan; Li, Chun; Tong, Dong Ge] Chengdu Univ Technol, State Key Lab Oil & Gas Reservoir Geol & Exploita, Chengdu 610059, Peoples R China; [Li, Yuan Zhi] Chinese Acad Sci, Inst Coal Chem, Taiyuan 030001, Peoples R China; [Chu, Wei] Sichuan Univ, Coll Chem Engn, Chengdu 610065, Peoples R China	Yang, F (reprint author), Chengdu Univ Technol, Coll Mat & Chem & Chem Engn, Sichuan Higher Educ Inst, Mineral Resources Chem Key Lab, Chengdu 610059, Peoples R China.	chuwei1965@foxmail.com; tongdongge@163.com	Chu, Wei/I-4486-2013; Chu, Wei/C-6140-2011	Chu, Wei/0000-0002-7166-5443; Tong, Dong Ge/0000-0001-9106-4373	National Natural Science Foundation of China [21376033]; Sichuan Youth Science and Technology Innovation Research Team Funding Scheme [2013TD0005]; Cultivating programme of Middleaged backbone teachers [HG0092]; Cultivating programme for Excellent Innovation Team of Chengdu University of Technology [HY0084]; Innovative Experimental Items for College Students of Sichuan Province [SZH1106CX04]	This work was financially supported by the National Natural Science Foundation of China (21376033), the Sichuan Youth Science and Technology Innovation Research Team Funding Scheme (2013TD0005), the Cultivating programme of Middleaged backbone teachers (HG0092), the Cultivating programme for Excellent Innovation Team of Chengdu University of Technology (HY0084) and Innovative Experimental Items for College Students of Sichuan Province (SZH1106CX04).		72	25	25	2	38	ROYAL SOC CHEMISTRY	CAMBRIDGE	THOMAS GRAHAM HOUSE, SCIENCE PARK, MILTON RD, CAMBRIDGE CB4 0WF, CAMBS, ENGLAND	2044-4753	2044-4761		CATAL SCI TECHNOL	Catal. Sci. Technol.		2014	4	9					3168	3179		10.1039/c4cy00437j		12	Chemistry, Physical	Chemistry	AM9NN	WOS:000340208400045		
J	He, Y; Chen, YT; Li, CY; Cui, H				He, Yi; Chen, Yuting; Li, Chongying; Cui, Hua			Molecular encoder-decoder based on an assembly of graphene oxide with dye-labelled DNA	CHEMICAL COMMUNICATIONS			English	Article							LOGIC GATE OPERATIONS; KEYPAD LOCK SYSTEM; STRAND DISPLACEMENT; FLUORESCENCE	A general strategy was developed to fabricate 2-to-1, 4-to-2 and 8-to-3 molecular encoders and a 1-to-2 decoder by assembling graphene oxide with various dye-labeled DNAs.	[He, Yi; Cui, Hua] Univ Sci & Technol China, Dept Chem, CAS Key Lab Soft Matter Chem, Hefei 230026, Anhui, Peoples R China; [Chen, Yuting; Li, Chongying] Chengdu Univ Technol, Coll Mat Chem & Chem Engn, Chengdu 610059, Sichuan, Peoples R China	Cui, H (reprint author), Univ Sci & Technol China, Dept Chem, CAS Key Lab Soft Matter Chem, Hefei 230026, Anhui, Peoples R China.	hcui@ustc.edu.cn	He, Yi/O-2541-2014	Cui, Hua/0000-0003-4769-9464	National Natural Science Foundation of P. R. China [21173201, 21075115, 20625517]	Support of this research by the National Natural Science Foundation of P. R. China (Grant No. 21173201, 21075115 and 20625517) is gratefully acknowledged.		26	11	11	9	58	ROYAL SOC CHEMISTRY	CAMBRIDGE	THOMAS GRAHAM HOUSE, SCIENCE PARK, MILTON RD, CAMBRIDGE CB4 0WF, CAMBS, ENGLAND	1359-7345	1364-548X		CHEM COMMUN	Chem. Commun.		2014	50	59					7994	7997		10.1039/c4cc01242a		4	Chemistry, Multidisciplinary	Chemistry	AK5BU	WOS:000338439700019	24915303	
J	Cheng, B; Cheng, X; Zhang, CW; Liu, Y; Chen, JL				Cheng Bo; Cheng Xin; Zhang Chengwen; Liu Ying; Chen Junliang			Wireless Machine to Machine Based Mobile Substation Monitoring for District Heating System	INTERNATIONAL JOURNAL OF DISTRIBUTED SENSOR NETWORKS			English	Article								Central heating is a sophisticated process, and many factors influence the heating loading for boilers; without comprehensively monitoring and analysis, it is difficult to find out potential hazards of substation heating supplying electrical equipment. This paper presents a wireless machine to machine based district heating monitoring solution that uses smart mobile devices in a global network. In particular, focusing on the design and implementation for GPRS-based multiserial data transmission terminals to collect the PLC/OPC data in the substation, machine to machine communication network is used to handle the transmission monitoring data from boiler room to master station via GPRS devices and data center that uses different smart mobile devices in a global network, and we also illustrated the mobile substation monitoring scenarios for district heating system. Finally, we give the conclusions and future works.	[Cheng Bo; Zhang Chengwen; Liu Ying; Chen Junliang] Beijing Univ Posts & Telecommun, State Key Lab Networking & Switching Technol, Beijing 100876, Peoples R China; [Cheng Xin] Chengdu Univ Technol, Sichuan Prov Key Lab Geol Nucl Technol, Chengdu 610059, Sichuan, Peoples R China	Cheng, B (reprint author), Beijing Univ Posts & Telecommun, State Key Lab Networking & Switching Technol, Beijing 100876, Peoples R China.	chengbo@bupt.edu.cn						17	0	0	1	7	HINDAWI PUBLISHING CORPORATION	NEW YORK	410 PARK AVENUE, 15TH FLOOR, #287 PMB, NEW YORK, NY 10022 USA	1550-1329	1550-1477		INT J DISTRIB SENS N	Int. J. Distrib. Sens. Netw.		2014									242907	10.1155/2014/242907		16	Computer Science, Information Systems; Telecommunications	Computer Science; Telecommunications	AK6JS	WOS:000338534500001		
J	Zhang, WT; Long, JP; Zhang, PC; Li, JF; Qiu, KH				Zhang, Wentao; Long, Jianping; Zhang, Peicong; Li, Junfeng; Qiu, Kehui			Luminescence Enhancement of ZnS:Cu Nanocrystals by Zinc Sulfide Coating with Core/Shell Structure	INTEGRATED FERROELECTRICS			English	Article						ZnS:Cu; core/shell structure; surface passivation; luminescence property; lifetime	QUANTUM DOTS; PHOTOLUMINESCENCE PROPERTIES; SEMICONDUCTOR NANOCRYSTALS; OPTICAL-PROPERTIES; NANOPARTICLES; CHEMISTRY; EMITTERS	Via wet chemical method with organic assistant, ZnS:Cu/ZnS core/shell structure was prepared. X-ray diffraction measurements showed that ZnS:Cu was formed with zinc blende structure, and ZnS shell growth on the surface was indicated through a red-shift in the UV-Vis absorption spectra with increasing particle size. The emission peak at about 510 nm was observed, which should be assigned to recombination of an electron from the shallow delocalized donor levels at the t(2) level of Cu2+ centers. As passivation layer, effect of ZnS shell on luminescence intensity and lifetime of ZnS:Cu were investigated. Comparing with uncoated ZnS:Cu, ZnS shell really enhanced the luminescence intensity and lifetime significantly, which resulted from the reduction of nonradiative recombination sites.	[Zhang, Wentao; Long, Jianping; Zhang, Peicong; Li, Junfeng; Qiu, Kehui] Chengdu Univ Technol, Coll Mat & Chem & Chem Engn, Chengdu 610059, Peoples R China	Zhang, WT (reprint author), Chengdu Univ Technol, Coll Mat & Chem & Chem Engn, Chengdu 610059, Peoples R China.	zhangwentao2005@163.com						33	2	2	2	21	TAYLOR & FRANCIS LTD	ABINGDON	4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND	1058-4587	1607-8489		INTEGR FERROELECTR	Integr. Ferroelectr.		2014	154	1			SI		110	119		10.1080/10584587.2014.904183		10	Engineering, Electrical & Electronic; Physics, Applied; Physics, Condensed Matter	Engineering; Physics	AH9WK	WOS:000336495600015		
J	Zhou, SJ; Liu, L; Huang, N				Zhou, S. J.; Liu, L.; Huang, N.			Effect of Extrusion Ratio on Microstructure, Mechanical and Degradation Properties of Mg-2Zn-0.2Mn Biomedical Alloy	INTEGRATED FERROELECTRICS			English	Article						Magnesium alloy; extrusion ratio; microstructure; mechanical property; corrosion Property	AZ31 MAGNESIUM ALLOY; SIMULATED BODY-FLUID; CORROSION PROTECTION; BEHAVIOR; MG; AZ91; HYDROXYAPATITE; ELECTRODEPOSITION; BONE	Magnesium is a biocompatible and biodegradable metal, which has attracted much interest in biomedical engineering. Cast magnesium alloy shows the low strength and plasticity at ambient temperature. Microstructure, mechanical properties and degradation properties of the extrusion pressed magnesium alloy have been investigated for biomedical application in detail by optical microscopes, mechanical properties testing and corrosion testing. The magnesium alloy ingot were extrude into bar at the different extrusion ratio. Optical microscopy observation has indicated that the grain size of the extruding has been significantly decreased from extrusion rate is 25, which has mainly contributed to the high tensile strength and good elongation. Hot extruding has provided moderate corrosion resistance, which has opened a new window for materials design, especially for biomedical.	[Zhou, S. J.; Huang, N.] Southwest Jiaotong Univ, Key Lab Adv Technol Mat, Educ Minist, Chengdu 610031, Peoples R China; [Zhou, S. J.] Chengdu Univ Technol, Coll Mat & Chem & Chem Engn, Chengdu 610059, Peoples R China; [Liu, L.] Natl Inst Food & Drug Control, Med Devices Ctr, Beijing, Peoples R China	Huang, N (reprint author), Southwest Jiaotong Univ, Key Lab Adv Technol Mat, Educ Minist, Chengdu 610031, Peoples R China.	nhuang@263.net			NSFC [81271701]	This work was financially supported by NSFC 81271701.		21	1	1	3	16	TAYLOR & FRANCIS LTD	ABINGDON	4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND	1058-4587	1607-8489		INTEGR FERROELECTR	Integr. Ferroelectr.		2014	154	1			SI		166	174		10.1080/10584587.2014.904713		9	Engineering, Electrical & Electronic; Physics, Applied; Physics, Condensed Matter	Engineering; Physics	AH9WK	WOS:000336495600023		
J	Zhu, X; Xu, Q; Ni, SD; Tang, MG; Li, ZH; Deng, ML; Liu, HX				Zhu, Xing; Xu, Qiang; Ni, Sidao; Tang, Minggao; Li, Zhenhua; Deng, Maolin; Liu, Hanxiang			Infrasonic Signals Associated with the Aftershocks of LuShan Earthquake of April 20th, 2013	JOURNAL OF LOW FREQUENCY NOISE VIBRATION AND ACTIVE CONTROL			English	Article						frequency characteristics; spectrogram; local infrasound; LuShan earthquake	ALASKAN EARTHQUAKE; WAVES	On April 20th, 2013, a strong earthquake (Ms 7.0, depth of 13 km) occurred in LuShan County, Southwestern Sichuan province, China, followed by a series of aftershocks (Ms = 3.0 similar to 5.4). Infrasonic waves associated with the earthquake were detected and recorded by a digital infrasound recording system in our lab located in Chengdu city. Fourier analysis was used to determine the amplitude and frequency characteristics of each infrasonic recording. A certain frequency distribution range was clearly identified in the spectrograms of all analyzed shocks. Furthermore, a logarithm regression relation is also found between aftershock magnitude and peak value of corresponding infrasound events in amplitude spectra based on analysis results of more than 30 observed events. This study presents a data set and an empirical relationship. This relationship requires additional testing with observations from other earthquake aftershock sequences. These results improve our understanding of local infrasound produced by the coupling of earth surface motion to the atmosphere.	[Zhu, Xing; Xu, Qiang; Tang, Minggao; Deng, Maolin; Liu, Hanxiang] Chengdu Univ Technol, State Key Lab Geohazard Prevent & Geoenvironm Pro, Chengdu, Peoples R China; [Ni, Sidao] Chinese Acad Sci, Inst Geodesy & Geophys, State Key Lab Geodesy & Earths Dynam, Wuhan, Peoples R China; [Li, Zhenhua] China West Normal Univ, Network Ctr, Nanchong, Peoples R China	Xu, Q (reprint author), Chengdu Univ Technol, State Key Lab Geohazard Prevent & Geoenvironm Pro, Chengdu, Peoples R China.	xuqiang_68@126.com			National Basic Research Program "973" Project of the Ministry of Science and Technology of the PRC [2013CB733200, 2014CB744703]; national Science Found for Distinguished Young Scholars of China, [SKLGED2013-1-1-EZ]	The work is financially supported by the National Basic Research Program "973" Project of the Ministry of Science and Technology of the PRC (project No.: 2013CB733200, 2014CB744703), the national Science Found for Distinguished Young Scholars of China, the open found on "Research on large-scale landslide triggered by the Wenchuan earthquake" provided by the SKLGP and the open found "Study on the characteristics of seismic waves generated by landslide (SKLGED2013-1-1-EZ)" provided by the State Key Laboratory of Geodesy and Earth's Dynamics. The authors also give great thanks to Profs J. Grasso, Profs. Niek Rengers, and Miss Dongmei Liu for their kind suggestions on improvement of the paper structure and language. The comments and suggestions from editors and reviewers helping to improve the quality of this paper are appreciated very much by the authors.		18	1	1	2	6	MULTI-SCIENCE PUBL CO LTD	BRENTWOOD	5 WATES WAY, BRENTWOOD CM15 9TB, ESSEX, ENGLAND	0263-0923			J LOW FREQ NOISE V A	J. Low Freq. Noise Vib. Act. Control		2014	33	1					113	123				11	Acoustics	Acoustics	AH8XD	WOS:000336420600007		
