PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	PG	WC	SC	GA	UT	PM
J	Ren, NQ; Que, MX; Li, YF; Liu, Y; Wan, XN; Xu, DD; Sverko, E; Ma, JM				Ren, Nanqi; Que, Mingxue; Li, Yi-Fan; Liu, Yu; Wan, Xinnan; Xu, Diandou; Sverko, Ed; Ma, Jianmin			Polychlorinated biphenyls in chinese surface soils	ENVIRONMENTAL SCIENCE & TECHNOLOGY			English	Article							HISTORICAL EMISSION INVENTORY; PERSISTENT ORGANIC POLLUTANTS; ORGANOCHLORINE COMPOUNDS; PCB CONGENERS; AIR	Polychlorinated biphenyl (PCB) concentrations in surface soil samples (0-20 cm) from 52 sites (4 background, 39 rural, and 9 urban) across China in 2005 are presented. The average concentration of total PCBs among all the sites was 515 pg/g dry weight (dw), approximately one-tenth of that in global background soil in 1998. Differences of less than 1 order of magnitude were found between all background and rural sites, indicating a generally uniform distribution of PCBs in Chinese background/rural surface soil. While the major PCB homologue group in global background soil is hexa-PCB followed by penta-PCB, the major PCB homologue group in Chinese background/rural soil is tri-PCB followed by di-PCB, indicating a rather fresh signature in comparison to the much weathered PCBs in global surface soil. The correlation between Sigma PCBs and also each PCB homologue group per soil organic carbon (SOC) content in background/rural soil with longitude from 80 degrees to 122 degrees East was studied. The results indicated the strong influence of PCBs concentrations in Chinese background/rural soil by proximity to source region and SOC content, and also provided evidence for urban fractionation effect of PCBs in soil in the city of Shanghai and the longitudinal fractionation of PCBs in Chinese background/rural soil from east to west. This work is the first comprehensive and spatial study of its kind for PCBs in Chinese surface soil on a national scale, and the data presented in this study can provide baseline information for establishing a long-term PCBs monitoring program in China.	Environm Canada, Sci & Technol Branch, Toronto, ON M3H 5T4, Canada; Harbin Inst Technol, IJRC PTS, Harbin 150006, Peoples R China; Harbin Engn Univ, IJRC PTS, Harbin 150006, Peoples R China; Chengdu Univ Technol, IJRC PTS, Chengdu, Peoples R China; Dalian Maritime Univ, IJRC PTS, Dalian, Peoples R China; Chinese Acad Sci, Inst High Energy Phys, IJRC PTS, Beijing 100864, Peoples R China; McMaster Univ, IJRC PTS, Hamilton, ON L8S 4L8, Canada	Li, YF (reprint author), Environm Canada, Sci & Technol Branch, Toronto, ON M3H 5T4, Canada.	Yi-Fan.Li@ec.gc.ca						20	134	163	13	89	AMER CHEMICAL SOC	WASHINGTON	1155 16TH ST, NW, WASHINGTON, DC 20036 USA	0013-936X	1520-5851		ENVIRON SCI TECHNOL	Environ. Sci. Technol.	JUN 1	2007	41	11					3871	3876		10.1021/es063004y		6	Engineering, Environmental; Environmental Sciences	Engineering; Environmental Sciences & Ecology	172ZM	WOS:000246843300010	17612162	
J	Liu, XF; Zhao, FF; Song, XF; Lu, QX; Long, XR; Tao, ZA				Liu Xianfan; Zhao Fufeng; Song Xiangfeng; Lu Qiuxia; Long Xunrong; Tao Zhuan			Mineralogical geochemistry of ultramafic hypoxenoliths in alkali-rich porphyry	JOURNAL OF CHINA UNIVERSITY OF GEOSCIENCES			English	Article; Proceedings Paper	6th Annual Meeting of the International-Professionals-for-the-Advancement-of-Chinese-Earth-Sciences	JUN 25-28, 2007	China Univ Geol Sci, Wuhan, PEOPLES R CHINA	Int Professionals Advancement Chinese Earth Sci	China Univ Geol Sci	alkali-rich porphyry; deep-source xenoliths; mantle fluid metasomatism; enriched mantle; mineralogical geochemical background	CLINOPYROXENES; YUNNAN	Ultramafic hypoxenoliths found in the alkali-rich porphyry in the Liuhe Village, Heqing, Yunnan, China, are of great significance in understanding the origin and evolution of the porphyry. This paper discusses the mineralogical features of the hypoxenoliths. It shows that the xenoliths are characterized by the upper mantle rocks modified to certain extent by the enriched mantle fluid metasomatism in the mantle environment, with the enriched mantle property of low-degree partial melting. This constitutes the important mineralogical evidence for the geochemical background of petrogenesis and mineralization of alkali-rich porphyry.	Chengdu Univ Technol, Coll Earth Sci, Chengdu 610059, Peoples R China	Liu, XF (reprint author), Chengdu Univ Technol, Coll Earth Sci, Chengdu 610059, Peoples R China.	liuxianfan@cdut.cn						19	0	0	0	1	CHINA UNIV GEOSCIENCES	WUHAN	YUJIASHAN, WUHAN, PEOPLES R CHINA	1002-0705			J CHINA UNIV GEOSCI	J. China Univ. Geosci.	JUN	2007	18				SI		330	332				3	Geology; Geosciences, Multidisciplinary	Geology	214WM	WOS:000249768900125		
J	Wang, CS; Zhao, XX; Liu, ZF; Graham, SA; Coe, RS; Yi, HS; Zhu, LD; Liu, S; Lippert, PC; Li, YL				Wang, Chengshan; Zhao, Xixi; Liu, Zhifei; Graham, Stephan A.; Coe, Robert S.; Yi, Haisheng; Zhu, Lidong; Liu, Shun; Lippert, Peter C.; Li, Yalin			New constraints on the early uplift history of the Tibetan plateau	JOURNAL OF CHINA UNIVERSITY OF GEOSCIENCES			English	Article; Proceedings Paper	6th Annual Meeting of the International-Professionals-for-the-Advancement-of-Chinese-Earth-Sciences	JUN 25-28, 2007	China Univ Geol Sci, Wuhan, PEOPLES R CHINA	Int Professionals Advancement Chinese Earth Sci	China Univ Geol Sci	uplift history; Tibetan plateau; Himalaya; proto-plateau; sedimentary response	MYR AGO		China Univ Geosci, Sch Earth Sci & Resources, Res Ctr Tibetan Plateau Geol, Beijing 100083, Peoples R China; Univ Calif Santa Cruz, Inst Geophys & Planetary Phys, Dept Earth & Planetary Sci, Santa Cruz, CA 95064 USA; Tongji Univ, Lab Marine Geol, Shanghai 200092, Peoples R China; Stanford Univ, Dept Geol & Environm Sci, Stanford, CA 94305 USA; Chengdu Univ Technol, Sch Geosci, Chengdu 610059, Peoples R China	Wang, CS (reprint author), China Univ Geosci, Sch Earth Sci & Resources, Res Ctr Tibetan Plateau Geol, Beijing 100083, Peoples R China.	chshwang@cugb.edu.cn	Zhao, Xixi/C-3330-2011; Liu, Sheng/K-2815-2013					10	0	0	0	4	CHINA UNIV GEOSCIENCES	WUHAN	YUJIASHAN, WUHAN, PEOPLES R CHINA	1002-0705			J CHINA UNIV GEOSCI	J. China Univ. Geosci.	JUN	2007	18				SI		553	554				2	Geology; Geosciences, Multidisciplinary	Geology	214WM	WOS:000249768900214		
J	Zhang, ZJ; Ma, DP				Zhang Zheng-Jie; Ma Dong-Ping			Improved ligand-field calculation of energy spectrum and R-line thermal shift of MgO : Cr3+	COMMUNICATIONS IN THEORETICAL PHYSICS			English	Article						improved ligand-field theory; electron-phonon interaction; energy spectrum; strain-induced splitting; thermal shift; g factor	THEORETICAL CALCULATIONS; MGO; PRESSURE; TEMPERATURE; BROADENINGS; SPLITTINGS; CR3+	Traditional ligand-field theory has to be improved by taking into account both pure electronic contribution and electron-phonon interaction one (including lattice-vibrational relaxation energy). By means of improved ligand-field theory, the R-line, t(2)(32)T(1) lines, t(2)(2)(T-3(1))e(4)T(2), and t(2)(2)(T-3(1))e(4)T(1) bands, ground-state g factor, four strain-induced level-splittings, and R-line thermal shift of MgO:Cr3+ have been calculated. The results are in very good agreement with the experimental data. It is found that for MgO:Cr3+, the contributions due to electron-phonon interaction (EPI) come from the first-order term. In thermal shift of R-line of MgO:Cr3+, the temperature-dependent contribution due to EPT is dominant.	Chengdu Univ Technol, Coll Informat Engn, Chengdu 610059, Peoples R China; Sichuan Univ, Dept Appl Phys, Chengdu 610065, Peoples R China	Zhang, ZJ (reprint author), Chengdu Univ Technol, Coll Informat Engn, Chengdu 610059, Peoples R China.							20	1	1	0	1	INTERNATIONAL ACADEMIC PUBLISHERS LIMITED	HONG KONG	UNIT 1205, 12 FLOOR, SINO PLAZA, 255 GLOUCESTER ROAD, HONG KONG 00000, CAUSEWAY BAY, PEOPLES R CHINA	0253-6102			COMMUN THEOR PHYS	Commun. Theor. Phys.	MAY 15	2007	47	5					937	943				7	Physics, Multidisciplinary	Physics	170EK	WOS:000246644900035		
J	Chen, W; Wang, MH; Li, XK; Li, DS; Wang, YM; Zhao, FX				Chen Wen; Wang Mo-Hui; Li Xi-Kun; Li Dong-Sheng; Wang Yi-Ming; Zhao Feng-Xiang			Determination of trace fluorine in soil, vagetable and water samples by single-sweep polarography	CHINESE JOURNAL OF ANALYTICAL CHEMISTRY			Chinese	Article						single-sweep polargarphy; fluorine; soil; vegetable; water sample		A method for the determination of trace fluorine by single sweep polarography has been established. It's based on the inhibitory effect of fluorine on the formation of trinary complex among Zr(IV) salicyl fluoronl(SAF) -cetyltrimethyl-ammonium bromide(CTMAB) in acidic condition([HCl] = 0. 08 mol/L). The optimal determination conditions are 0.8 mg/L Zr(IV)-1. 4 x 10(-4) mol/L (SAF)-8.0 x 10(-6) mol/L(CTMAB The peak potential is -0.65 V (vs. SCE). The peak height is linearly proportional to the concentration of fluorine over the range of 40-640 mu g/L. The detection limits is 2. 0 mu g/L. The method is rapid, sensitive, simple and has good selectivity. The result is satisfactory when it is used to analyze soil, water and vegetable. It was proved by single - sweep polarogrophy that the reaction of fluorine at the electrode had the characteristic of irreversible reductive adsorptive wave. A brief discussion of the electrode reaction was also given.	Chengdu Univ Technol, Coll Mat & Chem & Chem Engn, Chengdu 610059, Peoples R China; Guangdong Prov Mat Testing Ctr, Guangzhou 510080, Peoples R China	Chen, W (reprint author), Chengdu Univ Technol, Coll Mat & Chem & Chem Engn, Chengdu 610059, Peoples R China.	weny1027@163.com						7	0	7	0	0	SCIENCE CHINA PRESS	BEIJING	16 DONGHUANGCHENGGEN NORTH ST, BEIJING 100717, PEOPLES R CHINA	0253-3820			CHINESE J ANAL CHEM	Chin. J. Anal. Chem.	MAY	2007	35	5					663	666				4	Chemistry, Analytical	Chemistry	175DR	WOS:000246993300009		
J	Wang, X; Chen, WK; Sun, BZ; Lu, CH				Wang Xia; Chen Wen-Kai; Sun Bao-Zhen; Lu Chun-Hai			A DFT study on the adsorption and dissociation of Cl-2 on CuCl(111) surface	CHINESE JOURNAL OF INORGANIC CHEMISTRY			Chinese	Article						DFT; adsorption; dissociation; chlorine; CuCl(111) surface	TEMPERATURE STEAM CONVERSION; PLASMA-CHEMICAL PREPARATION; DENSITY-FUNCTIONAL THEORY; CHLORINE ADSORPTION; PHOTOELECTRON-SPECTROSCOPY; NANOSTRUCTURED CATALYSTS; CARBON-MONOXIDE; ACTIVE-SITES; MOLECULES; DIFFUSION	The adsorption of Cl-2 molecule on CuCl(111) surface has been studied with periodic slab model by Perdew-Burke-Ernzerh (PBE) approach of the generalized gradient approximation (GGA) within the framework of density functional theory (DFT). The adsorption models under different coverage of CuCl (111) surface and the adsorption over various adsorption sites (top, hollow, bridge, parallel, and Cl site) have been considered. The optimized results indicate that the adsorption is very stable when the coverage is set to 0.50 monolayer and the most stable site is parallel. The Cl-Cl stretching vibrational frequencies are significantly red-shifted. The population analysis indicates that the charges transfer from Cu atoms to Cl-2 molecule. The favorite adsorption occurs at the hollow site for Cl atoms adsorption on CuCl(111) surface.	Fuzhou Univ, Dept Chem, Fuzhou 350002, Peoples R China; Chengdu Univ Technol, Coll Appl Nucl Technol & Automat Engn, Chengdu 610059, Peoples R China	Wang, X (reprint author), Fuzhou Univ, Dept Chem, Fuzhou 350002, Peoples R China.	qc2008@fzu.edu.cn	Chen, Wen-Kai/G-9746-2011					27	8	10	1	8	CHINESE CHEMICAL SOCIETY	BEIJING	C/O DEPT INT AFFAIRS, SECRETARY OF CHEM SOC, PO BOX 2709, BEIJING 100080, PEOPLES R CHINA	1001-4861			CHINESE J INORG CHEM	Chin. J. Inorg. Chem.	MAY	2007	23	5					807	812				6	Chemistry, Inorganic & Nuclear	Chemistry	171EY	WOS:000246718900010		
J	Zeng, QL				Zeng Qingle			Synthesis of chiral sulfoxides	PROGRESS IN CHEMISTRY			Chinese	Article						chiral sulfoxides; sulfoxidation; vanadium Schiff base complexes	CATALYZED ENANTIOSELECTIVE SULFOXIDATION; EFFICIENT ASYMMETRIC OXIDATION; ALPHA-DEHYDROAMINO ACIDS; SCHIFF-BASE COMPLEXES; HYDROGEN-PEROXIDE; KINETIC RESOLUTION; SULFIDE OXIDATION; ALKYL ARYL; (SALEN)MANGANESE(III) COMPLEX; OPTICAL RESOLUTION	Chiral sulfoxides and their derivatives are extensively used as important chiral intermediates and auxiliaries, chiral ligands and catalysts, and chiral drugs. Chiral sulfoxides may be obtained by biological and chemical methods. The chemical methods include chiral auxiliary's induction, chiral oxidant's oxidation, chiral resolution, and enantioselective catalysis. The applications and research advance of various synthetic methods of chiral sulfoxides, introduction of titanium-, vanadium-catalyzed enantioselective sulfoxidation, as well as author's recent research work about vanadium-catalyzed sulfoxidation are reviewed in this paper.	Chengdu Univ Technol, Coll Mat & Chem & Chem Engn, Dept Chem Engn & Pharmaceut, Chengdu 610059, Peoples R China	Zeng, QL (reprint author), Chengdu Univ Technol, Coll Mat & Chem & Chem Engn, Dept Chem Engn & Pharmaceut, Chengdu 610059, Peoples R China.	qlzeng@cdut.edu.cn						53	7	7	1	8	CHINESE ACAD SCIENCES	BEIJING	NO. 33 BEISIHUANXILU,  ZHONGGUANCUN, BEIJING 100080, PEOPLES R CHINA	1005-281X			PROG CHEM	Prog. Chem.	MAY	2007	19	5					745	750				6	Chemistry, Multidisciplinary	Chemistry	170DE	WOS:000246641300014		
J	Zeng, QL; Chen, WZ; Zhao, YF				Zeng, Qing-Le; Chen, Wei-Zhu; Zhao, Yu-Fen			Electrospray ionization mass spectral fragmentation study of amino acid derived oxovanadium Schiff base complexes and (oxo)-peroxovanadium Schiff base complexes	INTERNATIONAL JOURNAL OF MASS SPECTROMETRY			English	Article						ESI-MS/MS; oxovanadium complexes; (oxo)-peroxovanadium complexes; Schiff base; amino acids	ENANTIOSELECTIVE SULFOXIDATION; VANADIUM; BROMOPEROXIDASE; SPECTROMETRY; OXIDATION; SULFIDE	Amino acid derived oxovanadium Schiff base complexes and their in situ (oxo)-peroxovanadium Schiff base complexes were first studied with electrospray ionization tandem mass spectrometry (ESI-MSn) with collision-induced dissociation (CID). Their fragmentation pathways are proposed on the base of the MSn studies. All of the molecular ions of the two group vanadium complexes easily lose a CO2 molecule under ESI-MS condition. In the dissociation, H2O, VO2 will possibly be eliminated for oxovanadium Schiff base complexes, while (oxo)-peroxovanadium Schiff base complexes always yield the same ion at m/z 314 due to elimination of a molecule of aldehyde from amino acid residues. The dissociation rules may be extended to other metal Schiff base complexes and other peroxo-metal complexes. (C) 2006 Elsevier B.V. All rights reserved.	Chengdu Univ Technol, Dept Chem Engn & Pharmaceut, Chengdu 610059, Peoples R China; Xiamen Univ, Dept Chem, Coll Chem & Chem Engn, Xiamen 361005, Peoples R China	Zeng, QL (reprint author), Chengdu Univ Technol, Dept Chem Engn & Pharmaceut, Chengdu 610059, Peoples R China.	qlzeng@cdut.edu.cn	Zeng, Q/G-3358-2010; Zhao, YF/G-3445-2010					14	16	16	0	10	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	1387-3806			INT J MASS SPECTROM	Int. J. Mass Spectrom.	APR 15	2007	262	1-2					161	167		10.1016/j.ijms.2006.10.002		7	Physics, Atomic, Molecular & Chemical; Spectroscopy	Physics; Spectroscopy	152SJ	WOS:000245381800019		
J	Lin, L; Zhu, LD; Pang, YC; Sha, JG				Lin, Li; Zhu, Lidong; Pang, Yancun; Sha, Jingeng			A new genus of Pergamidlidae (Bivalvia) from the Late Triassic of the Changtai-Gacun area, eastern Qinghai-Xizang Plateau, China	JOURNAL OF ASIAN EARTH SCIENCES			English	Article						Parapergamidia gen. nov.; Bivalvia; Late Triassic (?Late Carnian-Early Norian); Changtai-Gacun rift; eastern Qinghai-Xizang Plateau		The new epi-byssate bivalve Parapergamidia changtaiensis gen. et sp. nov. of the family Pergamidiidae occurs in the Upper Triassic (? Late Carnian-Early Norian) Tumugou Formation of the Changtai-Gacun area, eastern Qinghai-Xizang Plateau, China. During the Late Triassic, this area was an intra-arc rift of the Yidun Island Arc along the eastern margin of the Tethyan seaway. The new taxon has a big byssal gape, prominent byssal retractor muscle scars, and anteriorly oblique and posteriorly to posteroventrally elongated shape. The thin shell is distinctly longer than high. (c) 2006 Elsevier Ltd. All rights reserved.	Chinese Acad Sci, LPS, Nanjing Inst Geol & Palaeontol, Nanjing 210008, Peoples R China; Chengdu Univ Technol, Inst Sedimentary Geol, Chengdu 610059, Peoples R China	Sha, JG (reprint author), Chinese Acad Sci, LPS, Nanjing Inst Geol & Palaeontol, 39 E Beijing Rd, Nanjing 210008, Peoples R China.	jgsha@nigpas.ac.cn						12	3	7	1	1	PERGAMON-ELSEVIER SCIENCE LTD	OXFORD	THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND	1367-9120			J ASIAN EARTH SCI	J. Asian Earth Sci.	APR 1	2007	30	1					108	112		10.1016/j.jseaes.2006.08.005		5	Geosciences, Multidisciplinary	Geology	162YE	WOS:000246124600009		
J	Zhong, CR; Luo, PY				Zhong, Chuanrong; Luo, Pingya			Characterization, solution properties, and morphologies of a hydrophobically associating cationic terpolyrner	JOURNAL OF POLYMER SCIENCE PART B-POLYMER PHYSICS			English	Article						acrylamide; atomic force microscopy (AFM); differential scanning calorimetry (DSC); hydrophobic association; infrared spectroscopy; micellar copolymerization; nuclear magnetic resonance (NMR); radical polymerization; solution properties; supramolecular structures; viscosity; water-soluble polymers	WATER-SOLUBLE COPOLYMERS; AQUEOUS-SOLUTION BEHAVIOR; C-13 NMR; ACRYLAMIDE	The acrylamide-based terpolymers (PADB) with 4-butylstyrene (BST) as the hydrophobic monomer and dimethyldiallyammonium chloride (DMDAAC) were synthesized by the micellar free radical technique. The polymer was determined by UV, FT-IR and (HNMR)-H-1, and the hydrophobic microblock structure of PADB was characterized successfully by the conventional DSC measurement. The use of DMDAAC improves the water solubility and intermolecular association of terpolymers. The feed amount of BST affects greatly the apparent viscosity of PADB solution. The polymer exhibits good viscosification property, salt resistance, temperature-thickening, thixotropy, pseudoplastic behavior and shear-thickening at low shear rate. The apparent viscosities of PADB solution remarkably increase by the addition of a small amount of surfactant. AFM measurements show that hydrophobic aggregates have been formed in 0.1 g dL(-1) PADB aqueous solution, indicative of strong associations of hydrophobic groups, which are reinforced with increasing PADB concentration. The microstructures of PADB are disrupted by the addition of small amounts of salt, resulting in the decrease in solution viscosity. However, with increasing NaCl concentration, the tree-like associating structures are formed, leading to the increase in the solution viscosity of PADB. The AFM results reveal that the solution properties of PADB are due to the associating structures in the aqueous solution and brine solution. (c) 2007 Wiley Periodicals, Inc.	SW Petr Univ, State Key Lab Oil& Gas Reservoir Geol & Exploitat, Chengdu 610500, Sichuan, Peoples R China; Chengdu Univ Technol, Coll Mat & Chem, Chengdu 610059, Sichuan, Peoples R China	Zhong, CR (reprint author), SW Petr Univ, State Key Lab Oil& Gas Reservoir Geol & Exploitat, Chengdu 610500, Sichuan, Peoples R China.	zhchrong2006@yahoo.com.cn						22	20	25	1	14	WILEY-BLACKWELL	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA	0887-6266	1099-0488		J POLYM SCI POL PHYS	J. Polym. Sci. Pt. B-Polym. Phys.	APR 1	2007	45	7					826	839		10.1002/polb.21097		14	Polymer Science	Polymer Science	147BT	WOS:000244979100010		
J	Reid, A; Wilson, CJL; Shun, L; Pearson, N; Belousova, E				Reid, Anthony; Wilson, Christopher J. L.; Shun, Lui; Pearson, Norman; Belousova, Elena			Mesozoic plutons of the Yidun Arc, SW China: U/Pb geochronology and Hf isotopic signature	ORE GEOLOGY REVIEWS			English	Review						Yidun Arc; U/Pb geochronology; Hf isotopes; laser ablation-ICPMS analysis; southwestern China	EASTERN TIBETAN PLATEAU; PORPHYRY COPPER-GOLD; GARZE FOLD BELT; TECTONIC EVOLUTION; SOUTH CHINA; LU-HF; PB; MINERALIZATION; EMPLACEMENT; DEPOSITS	The Yidun Arc is a Triassic volcanic arc located between the Songpan Garze Fold Belt and the Qiangtang Block, southwest China. To constrain the age of a number of the major granitic plutons from the Yidun Arc, laser ablation ICP-MS U/Pb analysis of zircon was conducted. Hafnium isotope data was also acquired through laser-ablation multicollector ICPMS analysis of zircon, with the aim of gaining insight into the age and nature of the source region of the plutons. Three age groups have been identified from seven granite samples: Early-Middle Triassic (similar to 245 to 229 Ma), Late Triassic (similar to 219 to 216 Ma) and Cretaceous (similar to 105 to 95 Ma). Hafnium analysis shows the Triassic granites to have negative and variable epsilon(Hf) values and Mesoproterozoic (similar to 1.6 Ga) depleted-mantle model ages, which is interpreted to reflect derivation from an isotopically heterogeneous, largely crustal source. The Cretaceous granite shows higher and less variable epsilon(Hf)values and slightly younger model ages (similar to 1.3 Ga), and is interpreted to be derived from melting of a more homogeneous crustal source. A depleted-mantle model age of similar to 1.5 Ga is calculated from the pooled Triassic and Cretaceous samples. The source region for these magmas may be tentatively correlated with Mesoproterozoic material of the Yangtze Craton, which has been suggested to underlie the Yidun Arc; however, further work is necessary to demonstrate this suggestion. (c) 2006 Elsevier B.V. All rights reserved.	Univ Melbourne, Sch Earth Sci, Melbourne, Vic 3010, Australia; Chengdu Univ Technol, Dept Geol, Chengdu 56000, Peoples R China; Macquarie Univ, Dept Earth & Planetary Sci, ARC Natl Key Ctr Geochem Evolut & Metallogeny Con, N Ryde, NSW 2109, Australia	Reid, A (reprint author), Primary Ind & Resources S Australia, Geol Survey Branch, GPO Box 1671, Adelaide, SA 5001, Australia.	reid.anthony@saugov.sa.gov.au	GAU, geochemist/H-1985-2016					56	86	100	4	22	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	0169-1368	1872-7360		ORE GEOL REV	Ore Geol. Rev.	APR	2007	31	1-4					88	106		10.1016/j.oregeorev.2004.11.003		19	Geology; Mineralogy; Mining & Mineral Processing	Geology; Mineralogy; Mining & Mineral Processing	159EF	WOS:000245847500004		
J	Gu, XX; Schulz, O; Vavtar, F; Liu, JM; Zheng, MH; Fu, SH				Gu, Xuexiang; Schulz, Oskar; Vavtar, Franz; Liu, Jianming; Zheng, Minghua; Fu, Shaohong			Rare earth element geochemistry of the Woxi W-Sb-Au deposit, Hunan Province, South China	ORE GEOLOGY REVIEWS			English	Review						rare earth element geochemistry; stratiform W-Sb-Au deposit; sedimentary exhalation; ore genesis; Woxi; South China	EAST PACIFIC RISE; MID-ATLANTIC RIDGE; PLASMA-MASS SPECTROMETRY; HYDROTHERMAL FLUIDS; AQUEOUS GEOCHEMISTRY; SULFIDE DEPOSIT; CRUSTAL EVOLUTION; BRITISH-COLUMBIA; BROKEN-HILL; METASEDIMENTARY ROCKS	The Woxi W-Sb-Au deposit in Hunan, South China, is hosted by Proterozoic metasedimentary rocks, a turbiditic sequence of slightly metamorphosed (greenschist facies), gray-green and purplish red graywacke, siltstone, sandy slate, and slate. The mineralization occurs predominantly (> 70%) as stratabound/stratiform ore layers and subordinately as stringer stockworks. The former consists of rhythmically interbedded, banded to finely laminated stibnite, scheelite, quartz, pyrite and silty clays, whereas the latter occurs immediately beneath the stratabound ore layers and is characterized by numerous quartz+pyrite+gold+scheelite stringer veins or veinlets that are typically either subparallel or subvertical to the overlying stratabound ore layers. The deposit has been the subject of continued debate in regard to its genesis. Rare earth element geochemistry is used here to support a sedimentary exhalative (sedex) origin for the Woxi deposit. The REE signatures of the metasedimentary rocks and associated ores from the Woxi W-Sb-Au deposit remained unchanged during post-depositional processes and were mainly controlled by their provenance. The original ore-forming hydrothermal fluids, as demonstrated by fluid inclusions in quartz from the banded ores, are characterized by variable total REE concentrations (3.5 to 136 ppm), marked LREE enrichment (La-N/Yb-N=28-248, Sigma LREE/Sigma HREE=16 to 34) and no significant Eu-anomalies (Eu/Eu*=0.83 to 1.18). They were most probably derived from evolved seawater that circulated in the clastic sediment pile and subsequently erupted on the seafloor. The bulk banded ores are enriched in HREE (La-N/Yb-N=4.6-11.4, Sigma LREE/Sigma HREE=3 to 14) and slightly depleted in Eu (Eu/Eu*=0.63 to 1.14) relative to their parent fluids. This is interpreted as indicating the influence of seawater rather than a crystallographic control on REE content of the ores. Within a single ore layer, the degree of HREE enrichment tends to increase upward while the total REE concentrations decrease, reflecting greater influence and dilution of seawater. There is a broad similarity in chondrite-normalized REE patterns and the amount of REE fractionation of the banded ores in this study and exhalites from other sedex-type polymetallic ore deposits, suggesting a similar genesis for these deposits. This conclusion is in agreement with geologic evidence supporting a syngenetic (sedex) model for the Woxi deposit. (c) 2006 Elsevier B.V. All rights reserved.	China Univ Geosci, Coll Earth Sci & Resources, Beijing 100083, Peoples R China; Chinese Acad Sci, Inst Geochem, Guiyang 550002, Peoples R China; Univ Innsbruck, Inst Mineral & Petrog, A-6020 Innsbruck, Austria; Chinese Acad Sci, Inst Geol & Geophys, Beijing 100101, Peoples R China; Chengdu Univ Technol, Coll Earth Sci, Chengdu 610059, Peoples R China	Gu, XX (reprint author), China Univ Geosci, Coll Earth Sci & Resources, Beijing 100083, Peoples R China.	gxx@cdut.edu.cn						101	10	16	1	21	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	0169-1368	1872-7360		ORE GEOL REV	Ore Geol. Rev.	APR	2007	31	1-4					319	336		10.1016/j.oregeorev.2005.01.003		18	Geology; Mineralogy; Mining & Mineral Processing	Geology; Mineralogy; Mining & Mineral Processing	159EF	WOS:000245847500014		
